capital_invertido;provincia;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;total_activo;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;publicidad;uso_de_software;sobrevive_2años
350000;1501;2318445;1693367;1125797;4018961;17;8094782;5;2;False;False;False;True;False;False;False;False;True;True;True;True
312377;1501;470242;387236;611489;1275113;0;7378102;1;2;False;False;False;False;False;False;True;False;True;True;False;False
312377;1501;470242;387236;611489;1275113;6;7378102;0;0;True;True;True;True;True;True;True;True;True;True;False;False
310000;1501;729107;0;732569;2050760;13;8004333;1;1;False;False;False;False;False;False;True;False;False;True;False;False
310000;1501;659539;847403;1433678;2281081;9;6368859;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1555000;1501;1354838;1696365;3512594;5208959;13;8565703;5;2;False;True;False;False;False;False;False;False;True;False;True;True
118251;1501;1195794;5277292;2329318;7843878;12;8436065;9;3;True;False;False;True;False;False;False;False;True;True;False;True
1850000;1501;1272060;1137800;3189742;7192671;7;7068786;1;1;False;False;False;False;False;False;True;False;False;True;False;True
366200;1501;816450;188228;1803547;1991775;5;4294790;9;0;False;False;False;False;False;False;False;False;False;True;True;True
305100;1501;2827367;3360810;534809;3895619;40;8554816;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;2529442;3398610;538175;3936785;37;7444024;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1000;1501;24033;5277292;0;11533479.75;49;5174494;1;1;False;False;False;False;False;False;True;False;False;True;True;True
483029;1501;2880332;3229401;2346896;5576297;7;8213301;1;1;False;False;False;False;False;False;True;False;False;True;False;True
310110;1501;396571;2674153;0;1621267;9;7802093;1;3;False;False;True;True;False;False;True;False;False;True;False;False
310110;1501;396571;2674153;0;1621267;9;7802093;0;0;True;True;True;True;True;True;True;True;True;False;False;False
4800;1501;1091004;166793;1426469;1811466;4;7739539;7;1;False;False;False;False;False;True;False;False;False;False;False;True
100;1501;476113;353032;377773;730805;4;6656164;9;1;False;False;False;False;False;False;False;True;False;False;False;True
2000;1501;1473561;670733;775404;1446137;4;7457936;1;1;False;False;False;False;False;False;True;False;False;True;True;True
2478553;1501;0;5277292;0;11533479.75;83;1499522;6;1;False;False;False;True;False;False;False;False;False;False;True;True
2478553;1501;0;5277292;0;11533479.75;83;1499522;0;0;True;True;True;True;True;True;True;True;True;True;False;True
921493;1501;1032670;5277292;0;8039414;13;7492389;5;2;False;False;False;False;False;False;False;True;True;True;False;True
731400;1501;461407;3139128;490027;3629155;12;5900662;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2019680;1501;583610;144376;3428161;3962142;10;5157330;9;0;False;False;False;False;False;False;False;False;False;False;True;True
102000;1501;524048;478948;299545;778493;13;7822169;1;1;False;False;False;False;False;False;True;False;False;False;False;True
724000;1501;1010663;859092;1286301;2145393;20;6152738;4;1;False;True;False;False;False;False;False;False;False;True;False;True
662072;1501;1884502;2474865;2235858;4710723;19;6858662;1;1;False;False;False;False;False;False;True;False;False;True;False;True
226000;1501;328738;608706;15719;624425;5;2106096;1;1;False;False;False;False;False;False;True;False;False;False;False;False
22298;1501;2145310;2899675;5117848;8017523;17;5177331;5;4;True;False;False;True;True;False;False;False;True;False;True;True
10000;1501;568057;62475;518602;581077;5;3540688;1;1;False;False;False;False;False;False;True;False;False;True;False;False
9800;1501;101996;112732;412300;525032;1;2111870;9;0;False;False;False;False;False;False;False;False;False;False;False;False
115556;1501;311154;475387;382478;857865;8;2110312;4;1;False;True;False;False;False;False;False;False;False;True;True;False
203740;1501;218564;149858;753529;903387;4;2499506;7;1;False;False;False;False;False;True;False;False;False;True;False;False
1000000;1501;1743965;906330;4013445;4919775;16;6256743;1;1;False;False;False;False;False;False;True;False;False;False;False;True
227924;1501;3281143.25;4114686;1825065;5963151;43;6144716;4;1;False;True;False;False;False;False;False;False;False;False;False;True
360000;1501;664353;3324048;791314;4115362;5;4563416;1;1;False;False;False;False;False;False;True;False;False;True;False;True
20000;1501;982023;927830;2691709;3619539;6;5387772;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1440650;1501;699995;600964;1790340;2391304;13;3019055;1;2;False;False;True;False;False;False;True;False;False;False;False;True
3500;1501;847548;1224768;398986;1623754;20;3315693;1;1;False;False;False;False;False;False;True;False;False;True;False;True
425433;1501;1134449;5277292;0;4521535;22;2652411;9;1;True;False;False;False;False;False;False;False;False;True;False;True
1354584;1501;3281143.25;2007176;2504222;5914532;19;8292870;9;0;False;False;False;False;False;False;False;False;False;False;False;True
60000;1501;166849;1946469;1091488;3037957;4;3318178;1;1;False;False;False;False;False;False;True;False;False;True;False;True
867500;1501;1078465;4242858;1988065;6230923;18;8192675;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2354610;1501;2027833;0;5344277;6301254;14;7754810;4;2;False;True;False;False;False;False;True;False;False;False;False;True
234822;1501;1339237;1143206;2499663;3667336;20;3937646;1;1;False;False;False;False;False;False;True;False;False;True;True;True
408688;1501;1365727;234450;3520676;3755126;18;3190990;1;1;False;False;False;False;False;False;True;False;False;False;False;True
216896;1501;2082831;2380531;799414;3179945;17;9074312;2;1;False;False;True;False;False;False;False;False;False;True;False;True
287670;1501;865637;484691;979386;1464077;6;2114076;1;1;False;False;False;False;False;False;True;False;False;True;False;True
867725;1501;1151641;4356577;3086302;7442879;5;7361288;9;0;False;False;False;False;False;False;False;False;False;False;False;True
30000;1501;501780;810;821545;822355;6;3888445;1;1;False;False;False;False;False;False;True;False;False;True;False;True
750000;1501;366467;488098;432030;920128;9;4090869;1;3;False;False;False;True;False;False;True;False;True;True;False;False
400000;1501;1891907;3170055;5194885;8364940;5;7727589;1;1;False;False;False;False;False;False;True;False;False;False;False;True
154242;1501;3281143.25;2866121;2105034;5667366;37;8426653;4;1;False;True;False;False;False;False;False;False;False;True;False;True
616565;1501;210527;481159;1056033;1537192;3;2444224;1;2;False;False;False;False;False;False;True;False;True;True;False;True
12316;1501;652690;975657;1142633;2118290;11;4058617;1;1;False;False;False;False;False;False;True;False;False;True;False;True
401949;1501;1682433;0;776611;1126963;19;8384552;1;1;False;False;False;False;False;False;True;False;False;False;False;False
400942;1501;3281143.25;1592423;4433050;6025473;20;7003797;9;1;False;True;False;False;False;False;False;False;False;True;False;True
686297;1501;1216139;583076;2081793;4076265;40;2796722;9;0;False;False;False;False;False;False;False;False;False;False;False;True
1239670;1501;1077088;2975740;3246915;6222655;5;6276652;1;2;False;False;False;False;False;False;True;False;True;False;False;True
2478553;1501;3205480;73340;3721705;3797874;35;6753215;1;3;True;False;False;False;False;False;True;False;True;False;False;True
80000;1501;1864799;1758965;1420557;3179522;5;7689843;1;2;False;False;False;False;False;False;True;True;False;False;False;True
11763;1501;655004;293878;1479606;2467347;13;6894813;1;1;False;False;False;False;False;False;True;False;False;True;False;True
50359;1501;669237;590168;2171762;2761930;7;3296880;1;4;True;False;True;False;False;False;True;False;True;True;False;True
300000;1501;2337492;328960;2455055;2784015;28;6992457;1;1;False;False;False;False;False;False;True;False;False;False;False;True
50000;1501;1142135;2604251;4256012;6860263;14;3477873;2;2;False;False;True;False;True;False;False;False;False;True;True;True
165764;1501;105151;405752;2172692;2578444;3;242039;5;1;False;False;False;False;False;False;False;False;True;True;False;True
1473000;1501;2326304;3090602;2904761;5995363;13;7776351;1;1;False;False;False;False;False;False;True;False;False;True;True;True
1520;1501;1702528;1621540;2101147;3722687;9;6894820;1;1;False;False;False;False;False;False;True;False;False;True;True;True
1002000;1501;2838344;2394109;5395043;7800785;25;6708787;3;2;True;False;False;False;False;False;True;False;False;True;False;True
130000;1501;1013242;668352;2828227;3496579;6;5182104;3;1;True;False;False;False;False;False;False;False;False;True;True;True
435043;1501;1903952;1564330;2820628;4384958;26;7692914;4;2;False;True;False;False;True;False;False;False;False;False;False;True
1600000;1501;2604280;3413165;1918683;5331848;15;9063556;3;2;True;False;False;False;False;False;False;False;True;True;True;True
200000;1501;312781;170333;810347;980680;7;2896871;1;2;False;False;False;False;False;False;True;False;True;False;False;False
508720;1501;544536;0;618568;618568;4;2196281;3;2;True;False;False;False;False;False;False;False;True;True;False;False
475183;1501;723830;233855;521926;1198894;6;2471821;6;2;False;False;False;True;False;False;False;False;True;False;False;True
58967;1501;3281143.25;1790832;3507773;5298605;18;8220333;5;2;False;True;False;False;False;False;False;False;True;False;False;True
2220752;1501;3281143.25;646581;5765526;6412107;12;7451033;9;0;False;False;False;False;False;False;False;False;False;False;False;True
104016;1501;1052227;95665;1649319;1744984;7;3303230;3;1;True;False;False;False;False;False;False;False;False;False;False;True
2478553;1501;899142;5277292;3831045;10402049;80;1191489;6;1;False;False;False;True;False;False;False;False;False;True;True;True
1000000;1501;1802092;5277292;1260976;7893209;15;8184642;3;3;True;True;False;False;False;False;False;False;True;True;False;True
2478553;1501;861981;214373;5865724.375;6393744;4;2716971;1;1;False;False;False;False;False;False;True;False;False;True;False;True
100500;1501;606254;315197;886069;1201266;8;2914682;1;1;False;False;False;False;False;False;True;False;False;True;False;True
138772;1501;674847;733207;150691;883898;4;5137407;1;1;False;False;False;False;False;False;True;False;False;True;False;False
460735;1501;2237027;2278382;903492;3181874;10;4105653;6;3;False;False;False;True;False;False;True;False;True;False;False;False
1177708;1501;3281143.25;5277292;0;11533479.75;12;5205049;3;1;True;False;False;False;False;False;False;False;False;True;False;True
65181;1501;752213;127911;869535;997446;8;7271412;1;1;False;False;False;False;False;False;True;False;False;True;False;True
250388;1501;206672;689808;782768;1472576;6;2740824;1;2;False;False;True;False;False;False;True;False;False;False;False;True
1051260;1501;1244668;1927061;3692228;5619289;16;5319637;1;1;False;False;False;False;False;False;True;False;False;True;True;True
81385;1501;674666;1537638;375734;1913372;7;6789877;6;0;False;False;False;False;False;False;False;False;False;False;True;True
301500;1501;2404079;2003959;752484;2756443;20;7555128;1;1;False;False;False;False;False;False;True;False;False;True;False;True
54408;1501;174458;4096150;0;3439674;4;6058089;1;2;False;False;False;False;True;False;True;False;False;True;False;True
510986;1501;538611;5277292;702601;6214726;2;5634762;1;1;False;False;False;False;False;False;True;False;False;True;False;True
328000;1501;349965;108950;1444743;1553693;14;3267832;1;1;False;False;False;False;False;False;True;False;False;False;True;True
26498;1501;1357563;529830;3089767;3619597;5;5814718;1;5;True;False;True;True;False;False;True;False;True;False;False;True
91060;1501;1978543;3615;326311;329926;1;6706055;1;1;False;False;False;False;False;False;True;False;False;False;False;False
0;1501;401706;146760;416929;563689;4;2153692;1;1;False;False;False;False;False;False;True;False;False;True;True;False
87276;1501;176957;163092;369145;1095782;3;8492852;1;1;False;False;False;False;False;False;True;False;False;False;False;False
1049750;1501;629494;1131186;5865724.375;9009760;3;5060823;9;0;False;False;False;False;False;False;False;False;False;True;False;True
315400;1501;1652509;3827166;1617071;7032446;20;7846025;4;5;True;True;True;True;False;False;True;False;False;False;False;False
292000;1501;134931;5105;521557;526662;1;2135374;5;3;False;False;True;False;False;False;True;False;True;False;False;False
439000;1501;1040304;1019730;1277222;2296952;4;4817444;1;1;False;False;False;False;False;False;True;False;False;False;True;False
210205;1501;276516;1413240;555815;1971763;7;6912898;1;1;False;False;False;False;False;False;True;False;False;False;False;False
50000;1501;245051;493904;658950;1356346;5;2103769;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1000020;1501;1028939;1748939;1744269;3493208;7;9092419;1;1;False;False;False;False;False;False;True;False;False;False;False;True
535359;1501;2917408;2172608;3320696;5493304;8;2917407;1;1;False;False;False;False;False;False;True;False;False;True;False;True
12100;1501;2023877;4692378;829326;5521704;6;6929922;1;1;False;False;False;False;False;False;True;False;False;False;False;True
5000;1501;568094;38658;957450;996108;6;2574951;1;1;False;False;False;False;False;False;True;False;False;True;True;True
350860;1501;1851889;374135;680531;3206429;11;7090683;5;2;False;False;True;False;False;False;False;False;True;True;True;True
683956;1501;2067060;1508067;2161621;3669688;12;8139390;2;1;False;False;True;False;False;False;False;False;False;False;False;True
150000;1501;638123;287807;649588;1043978;2;7494668;1;1;False;False;False;False;False;False;True;False;False;True;False;True
212000;1501;809740;1573652;2472785;4046437;9;4193712;1;1;False;False;False;False;False;False;True;False;False;True;False;True
300000;1501;435547;193403;1130619;1324022;9;3204661;1;1;False;False;False;False;False;False;True;False;False;False;True;True
9000;1501;444833;967284;693912;1661196;10;3379296;1;1;False;False;False;False;False;False;True;False;False;True;False;True
150000;1501;726471;1811;690120;2757431;6;5241564;1;1;False;False;False;False;False;False;True;False;False;False;False;True
130000;1501;688465;39633;735907;880171;11;7523065;1;2;False;False;True;False;False;False;True;False;False;False;False;True
130000;1501;495640;461101;409131;870232;10;4477935;1;3;False;False;True;False;False;False;True;False;True;False;False;False
1207700;1501;1043880;311592;1602501;1914093;11;2149715;2;6;True;True;True;False;True;False;True;False;True;False;True;True
214840;1501;1268269;176417;1429450;2812683;18;7215456;1;1;False;False;False;False;False;False;True;False;False;False;False;True
30000;1501;3281143.25;1974595;1699311;3784517;13;6832810;4;1;False;True;False;False;False;False;False;False;False;True;False;True
93000;1501;2037721;819268;23024;842292;7;6648577;3;1;True;False;False;False;False;False;False;False;False;False;False;True
1389462;1501;801379;1063728;1144291;2208019;4;7103427;1;1;False;False;False;False;False;False;True;False;False;True;False;True
712643;1501;639617;1213390;1178583;4110674;4;7147653;1;1;False;False;False;False;False;False;True;False;False;True;False;True
22250;1501;1206884;134338;465606;599944;7;3933563;1;2;False;False;False;True;False;False;True;False;False;False;True;False
15369;1501;956543;130273;102732;233005;19;3405630;1;2;False;False;False;False;False;False;True;False;True;False;False;False
10000;1501;93724;0;361680;1676461;1;4059155;4;1;False;True;False;False;False;False;False;False;False;False;False;True
10410;1501;228524;1382168;959685;2341853;3;6936910;1;1;False;False;False;False;False;False;True;False;False;True;False;True
142500;1501;414736;1973532;586520;2560052;5;2419655;1;2;False;True;False;False;False;False;True;False;False;False;False;True
2478553;1501;3281143.25;0;1075382;1216523;3;6399154;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2478553;1501;0;5277292;4595363;11533479.75;10;6764486;9;0;False;False;False;False;False;False;False;False;False;True;False;True
916636;1501;1005769;2885713;0;2783369;10;7559039;1;1;False;False;False;False;False;False;True;False;False;True;False;True
10000;1501;741707;1567692;634382;2333496;7;3066043;1;3;False;False;True;False;False;False;True;False;True;True;False;True
25000;1501;93810;239;379660;379899;2;3584900;1;1;False;False;False;False;False;False;True;False;False;True;False;False
1534290;1501;328856;3819401;1051052;4870453;3;2974201;2;1;False;False;True;False;False;False;False;False;False;True;False;True
520000;1501;2208752;3058043;540489;3603436;40;6916971;1;2;True;False;False;False;False;False;True;False;False;True;True;True
50000;1501;649268;48327;269409;396919;1;7311761;7;1;False;False;False;False;False;True;False;False;False;True;False;True
100000;1501;1897012;528536;2589239;3117775;3;5986118;9;0;False;False;False;False;False;False;False;False;False;False;True;True
454080;1501;1079177;317215;249485;566700;3;6912219;4;1;False;True;False;False;False;False;False;False;False;True;False;False
280721;1501;1625630;5277292;0;3859106;10;4463097;3;3;True;False;False;True;False;False;False;False;True;True;False;True
3750;1501;811510;3617112;0;3730643;8;3439114;1;2;False;False;False;True;False;False;True;False;False;True;False;True
5000;1501;878900;316713;129915;446628;1;7415843;1;1;False;False;False;False;False;False;True;False;False;False;False;False
50000;1501;325759;447290;551414;998704;3;5014605;1;1;False;False;False;False;False;False;True;False;False;True;False;False
511625;1501;1399149;0;2238795;3120902;18;4356248;1;1;False;False;False;False;False;False;True;False;False;True;False;True
479283;1501;402573;72384;1003096;1191682;1;2124104;2;1;False;False;True;False;False;False;False;False;False;True;False;True
100000;1501;776818;7068;1105219;1112287;1;4767199;1;1;False;False;False;False;False;False;True;False;False;True;False;False
2478553;1501;232906;236797;981713;1218510;0;482645;1;1;False;False;False;False;False;False;True;False;False;True;False;True
981713;1501;804620;1491388;1576089;3067477;4;8050461;3;0;False;False;False;False;False;False;False;False;False;True;False;True
1000;1501;343238;1641731;822089;2463820;8;3833076;9;0;False;False;False;False;False;False;False;False;False;True;False;True
2478553;1501;0;778983;3678301;4457284;57;9020197;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2288000;1501;243687;1037967;4249262;5287229;8;5831966;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;1441747;414968;1112968;1969414;7;6820082;2;1;False;False;True;False;False;False;False;False;False;False;False;True
487150;1501;2082976;2004472;2117317;4121789;5;5283933;2;1;False;False;True;False;False;False;False;False;False;False;False;True
233341;1501;289966;1548852;207463;3300328;9;2610773;1;1;False;False;False;False;False;False;True;False;False;False;False;True
0;1501;792976;895673;549892;1445565;5;4657442;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1748175;1501;1492020;2979325;4530921;7510246;7;8974158;6;1;False;False;False;True;False;False;False;False;False;True;False;True
2478553;1501;3281143.25;5277292;5865724.375;11533479.75;15;6561268;6;1;False;False;False;True;False;False;False;False;False;True;True;True
2478553;1501;3281143.25;5277292;5865724.375;11533479.75;15;6561268;0;0;True;True;True;True;True;True;True;True;True;False;True;False
311500;1501;1295388;801173;3270520;4071693;4;7451382;1;1;False;False;False;False;False;False;True;False;False;True;True;True
2478553;1501;3281143.25;4687176;3919070;9836321;63;7504571;3;4;True;True;False;False;True;False;False;False;True;True;True;True
10000;1501;2704723;1019035;1449871;2509696;15;7644667;1;1;False;False;False;False;False;False;True;False;False;False;False;True
772927;1501;283685;5277292;3288929;11533479.75;1;3934837;3;1;True;False;False;False;False;False;False;False;False;True;False;True
498178;1501;304087;621775;289284;1784490;2;5340167;1;1;False;False;False;False;False;False;True;False;False;True;False;False
12000;1501;1231936;1000575;3334080;4334655;6;8824961;7;1;False;False;False;False;False;True;False;False;False;False;False;True
1750000;1501;1779863;5277292;2495677;8959617;54;7135136;9;1;False;False;False;False;False;False;True;False;False;False;True;True
10000;1501;625045;1399313;635507;2034820;9;3907247;1;1;False;False;False;False;False;False;True;False;False;False;False;True
730000;1501;45756;728217;1564022;2292239;1;2438316;1;1;False;False;False;False;False;False;True;False;False;False;False;True
802213;1501;486056;535667;1201392;1737059;6;7081656;1;1;False;False;False;False;False;False;True;False;False;False;False;True
180058;1501;1013758;1905066;1406073;3311139;19;2478224;1;1;False;False;False;False;False;False;True;False;False;True;False;True
61000;1501;560632;24008;1303868;1327876;2;4447749;7;1;False;False;False;False;False;True;False;False;False;True;False;False
10000;1501;655422;14825;639639;654464;11;8760178;1;1;False;False;False;False;False;False;True;False;False;False;False;False
359520;1501;754439;3655241;3534143;7189384;11;7174632;1;1;False;False;False;False;False;False;True;False;False;True;True;True
420000;1501;960602;1539820;1819554;3547881;14;7587145;3;6;True;False;True;True;True;False;True;False;True;True;False;True
758451;1501;593336;5277292;5865724.375;11533479.75;15;296670;1;1;False;False;False;False;False;False;True;False;False;False;False;True
800;1501;72714;626073;937472;1563545;6;3694507;2;1;False;False;True;False;False;False;False;False;False;True;False;True
1100000;1501;659667;1070899;1315694;3592172;6;5516829;1;3;False;False;True;False;False;False;True;False;True;False;False;True
1370256;1501;827426;800049;2954803;4194791;18;8318192;2;2;False;False;True;False;False;False;True;False;False;True;False;True
1420000;1501;396757;2190529;2824749;6105217;9;4277190;1;1;False;False;False;False;False;False;True;False;False;True;True;True
4048;1501;3281143.25;2382301;4334063;7108581;16;8080233;3;1;True;False;False;False;False;False;False;False;False;False;False;True
1500000;1501;1470022;803328;2144687;4201845;8;8710807;4;1;False;True;False;False;False;False;False;False;False;False;False;True
2000000;1501;981737;602265;0;646833;59;7144998;2;2;False;False;True;False;False;False;True;False;False;False;True;False
540000;1501;1953779;1000180;1593651;2637845;18;8425083;7;1;False;False;False;False;False;True;False;False;False;False;True;True
3420;1501;763314;23863;950186;2203113;8;5936650;1;2;False;False;False;False;False;False;True;False;True;False;False;True
433000;1501;622410;335432;664815;1000247;11;6900090;1;3;False;False;True;False;True;False;True;False;False;True;False;True
443000;1501;264300;672081;760123;1437955;3;3708963;1;1;False;False;False;False;False;False;True;False;False;False;False;True
6171;1501;1506025;1591002;1718139;3432059;2;8366805;4;1;False;True;False;False;False;False;False;False;False;True;False;True
2478553;1501;1537129;1896202;4112838;6009040;14;7379675;1;3;False;False;True;False;False;False;True;False;True;True;True;True
164924;1501;443009;435199;1223649;1658848;9;6467260;7;1;False;False;False;False;False;True;False;False;False;False;False;True
298000;1501;112300;0;1099436;1499436;4;4611970;1;1;False;False;False;False;False;False;True;False;False;True;False;False
859729;1501;315184;16450;1380711;1569019;3;2522887;2;1;False;False;True;False;False;False;False;False;False;False;False;True
645700;1501;1916678;5277292;4050995;11533479.75;4;8168471;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1487528;1501;3281143.25;5277292;4041807;11533479.75;10;8614915;9;3;False;False;False;True;False;False;True;True;False;True;True;False
1000;1501;1498024;4015755;2105108;9492232;16;2343384;1;1;False;False;False;False;False;False;True;False;False;True;False;True
86080;1501;295158;102741;261118;363859;2;2715040;2;1;False;False;True;False;False;False;False;False;False;True;False;False
1433442;1501;2219150;4081595;2900124;6981719;20;8095530;2;5;True;True;True;True;False;False;False;False;True;True;False;True
446162;1501;1422009;1797407;715934;2513341;20;6350369;2;1;False;False;True;False;False;False;False;False;False;False;False;True
2000;1501;225501;5059;633179;638238;5;2224057;7;1;False;False;False;False;False;True;False;False;False;False;False;False
2002265;1501;1242160;320962;2258177;5757609;6;7870482;1;1;False;False;False;False;False;False;True;False;False;True;True;True
600;1501;3281143.25;5277292;2983448;11533479.75;8;8812191;9;0;False;False;False;False;False;False;False;False;False;False;True;True
1100000;1501;1270039;0;1954758;5376183;14;7312739;1;1;False;False;False;False;False;False;True;False;False;True;True;True
1000000;1501;960681;5277292;4439820;11533479.75;6;5995281;8;1;False;False;False;False;True;False;False;False;False;False;False;True
1100000;1501;1405453;1454618;1880406;3373773;23;8158123;1;2;False;True;False;False;False;False;True;False;False;False;False;True
10000;1501;635865;14809;308471;323280;3;9060135;1;1;False;False;False;False;False;False;True;False;False;True;False;False
8156;1501;2983339;216779;386184;602963;6;3002881;1;1;False;False;False;False;False;False;True;False;False;True;False;False
64200;1501;494751;204228;1104838;2902522;3;3348375;1;1;False;False;False;False;False;False;True;False;False;False;False;True
192010;1501;385001;1118181;721689;1839870;8;3138033;1;1;False;False;False;False;False;False;True;False;False;True;False;True
1000;1501;3281143.25;5277292;1735286;7067065;16;7383204;1;1;False;False;False;False;False;False;True;False;False;False;True;True
2478553;1501;1782438;285817;1752936;2038753;10;6462727;1;1;False;False;False;False;False;False;True;False;False;False;True;False
600000;1501;2349530;659158;1067167;1726325;26;6572142;7;1;False;False;False;False;False;True;False;False;False;True;False;True
1355940;1501;1997547;3067959;5865724.375;11533479.75;11;7365311;9;0;False;False;False;False;False;False;False;False;False;False;False;True
155867;1501;735461;794678;617934;1412612;7;3880873;2;1;False;False;True;False;False;False;False;False;False;False;False;True
2478553;1501;550514;5277292;5865724.375;11533479.75;8;1779306;1;1;False;False;False;False;False;False;True;False;False;False;False;True
2478553;1501;3072040;5277292;5865724.375;11533479.75;6;5699528;5;1;False;False;False;False;False;False;False;False;True;True;False;True
1500000;1501;3281143.25;4120097;3134722;7254819;42;8958990;2;3;False;True;True;False;False;False;False;False;True;True;False;True
10000;1501;1484694;251647;900390;1152037;15;8879416;9;1;False;False;False;False;False;False;False;True;False;False;True;True
10110;1501;463268;19812;370471;390283;3;6250362;1;1;False;False;False;False;False;False;True;False;False;True;False;False
41400;1501;522001;239114;247048;486162;2;2914663;1;1;False;False;False;False;False;False;True;False;False;True;False;False
802000;1501;1019588;490244;1745870;2236114;11;5534675;9;0;False;False;False;False;False;False;False;False;False;True;False;True
520500;1501;971630;596581;856053;1557877;8;5766515;1;1;False;False;False;False;False;False;True;False;False;True;False;False
10000;1501;582299;58109;3211214;4967460;3;3738509;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1026;1501;808723;612790;1877253;2490043;5;5824329;7;1;False;False;False;False;False;True;False;False;False;True;False;True
35853;1501;613823;4644526;5865724.375;11533479.75;17;1736474;6;1;False;False;False;True;False;False;False;False;False;True;True;True
115000;1501;108069;5885;505630;511515;3;2243413;1;1;False;False;False;False;False;False;True;False;False;True;False;False
66000;1501;929589;286759;1001692;1288451;12;5545691;1;1;False;False;False;False;False;False;True;False;False;False;False;True
3672;1501;902;17325;0;5211;2;7246610;9;1;False;False;False;False;False;False;False;True;False;True;False;False
18800;1501;652980;5140;2031992;2037132;9;5813526;7;1;False;False;False;False;False;True;False;False;False;True;False;True
1153737;1501;134612;72015;1158165;1230180;17;3094477;1;1;False;False;False;False;False;False;True;False;False;False;False;True
162600;1501;219241;294455;510574;805029;3;7308041;1;2;False;False;True;False;False;False;True;False;False;True;False;False
5000;1501;461307;1239266;1851907;3129680;7;4993098;4;2;False;True;False;False;False;False;False;False;True;True;False;True
0;1501;609347;51026;5865724.375;6924596;1;7145064;5;2;False;False;False;False;False;False;True;False;True;False;False;True
147579;1501;284411;0;804891;804891;4;3044725;6;1;False;False;False;True;False;False;False;False;False;False;False;False
750000;1501;809016;319446;2529211;3864547;12;3431247;9;0;False;False;False;False;False;False;False;False;False;False;True;True
1300000;1501;387071;5277292;1590642;11150581;7;2826515;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1096729;1501;937384;0;2124147;2125449;6;7113432;7;1;False;False;False;False;False;True;False;False;False;False;True;True
5000;1501;367295;2182;2447655;2449837;6;3335508;7;1;False;False;False;False;False;True;False;False;False;True;False;True
50000;1501;2520417;374630;0;11533479.75;18;5002538;9;0;False;False;False;False;False;False;False;False;False;False;False;True
2478553;1501;2151555;1076618;1227642;4670329;67;7869804;1;2;True;False;False;False;False;False;True;False;False;True;True;True
54000;1501;252583;50245;471057;521302;3;2150462;5;1;False;False;False;False;False;False;False;False;True;True;False;False
500000;1501;737235;5277292;5023919;11533479.75;7;8110830;1;2;False;True;False;False;False;False;True;False;False;False;True;True
413000;1501;938212;317599;1593760;1911359;11;8222469;2;1;False;False;True;False;False;False;False;False;False;False;True;True
25000;1501;816423;245395;2276654;2522049;4;8658860;1;1;False;False;False;False;False;False;True;False;False;True;False;True
250000;1501;94057;13571;450551;464122;2;2221783;1;2;False;False;False;False;False;False;True;False;True;False;False;False
147453;1501;364449;130660;767319;2038593;7;5440439;9;0;False;False;False;False;False;False;False;False;False;True;False;True
12000;1501;1099745;205638;576522;782160;17;4069395;1;2;False;False;True;False;False;False;True;False;False;True;False;False
720134;1501;305049;779665;878197;1657862;5;5652813;1;1;False;False;False;False;False;False;True;False;False;True;False;True
630000;1501;1577675;3241188;4012163;7253351;14;7247147;1;5;True;False;True;True;False;False;True;False;True;True;True;False
1048680;1501;662311;4234786;1663578;5898364;10;6927049;3;0;False;False;False;False;False;False;False;False;False;False;False;True
99580;1501;1407860;975869;1197351;2173220;3;7454495;9;0;False;False;False;False;False;False;False;False;False;True;False;True
30000;1501;1108804;2443767;5865724.375;11533479.75;0;8341749;4;1;False;True;False;False;False;False;False;False;False;True;False;True
40000;1501;362981;765652;806773;1800226;4;3685381;1;1;False;False;False;False;False;False;True;False;False;False;False;True
1211500;1501;818359;3743839;3290390;7034229;24;7649485;1;1;False;False;False;False;False;False;True;False;False;True;False;True
2478553;1501;3281143.25;5277292;5865724.375;11533479.75;26;7709590;3;0;False;False;False;False;False;False;False;False;False;True;False;True
510708;1501;558961;262399;1013436;1280416;7;6563623;1;1;False;False;False;False;False;False;True;False;False;True;False;False
300000;1501;0;0;813827;1389284;6;6157289;1;1;False;False;False;False;False;False;True;False;False;True;True;False
40000;1501;909313;116172;213194;329366;3;7544600;1;1;False;False;False;False;False;False;True;False;False;False;False;True
