activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;uso_de_software;sobrevive_2años
2285236;16475;1325462;1866430;1790201;1501;1421;3656631;0;3656631;15;5628666;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
2186330;327000;503529;626874;2462395;1501;0;3089269;0;3089269;6;7531949;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1557100;835870;364803;5571;1647798;1501;138570;1759371;106002;1759371;11;7390512;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1557100;835870;364803;5571;1647798;1501;21900;1759371;106002;1759371;11;7390512;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
4550145;1500000;1420410;732355;4184491;1501;0;4976088;59242;4976088;29;5428014;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1859289;1678592;94185;772546;4518158;1501;1439;5300094;9390;5300094;9;8102782;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
3872870;806527;3281143.25;2194127;1805466;1501;73208;3999593;0;3999593;12;7706690;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
317929;650000;363300;16142;723946;1501;3130;3954029;460772.5;3954029;3;7240862;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
8158540.75;1453541;1677009;5130647;2103570;1501;97050;11533479.75;460772.5;11533479.75;28;7128280;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE
5178554;2478552.625;374819;5277292.25;0;1501;326647.5;6252848;0;6252848;11;1014880;3;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1654873;642495;667581;1086905;753244;1501;221;1840149;0;1840149;19;3282919;1;3;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
3457457;291909;3281143.25;316563;3250859;1501;326647.5;3567422;0;3567422;11;8956200;1;3;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
4983897;2478552.625;3281143.25;360395;5435605;1501;326647.5;11533479.75;460772.5;11533479.75;14;8966253;5;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
4983897;2478552.625;3281143.25;360395;5435605;1501;2901;11533479.75;460772.5;11533479.75;16;8966253;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
2256802;1000000;722819;1785599;831406;1501;14403;4697140;460772.5;4697140;9;4289877;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
774032;214286;584422;898652;815915;1501;10564;2020543;305976;2020543;18;7185422;3;1;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1277971;380000;1360376;314479;1558988;1501;319898;1973389;99922;1973389;4;6953057;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
8158540.75;2360000;1834708;1719454;5865724.375;1501;287489;11533479.75;0;11533479.75;16;7323252;1;2;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
4808757;800762;2957090;749085;4158020;1501;16550;5042588;135483;5042588;38;7864440;3;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
8158540.75;1224470;1321607;5277292.25;5865724.375;1501;127203;11533479.75;0;11533479.75;36;8705113;6;4;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
2421349;1914028;2185534;1241433;1567445;1501;0;3153188;344310;3153188;15;7173499;1;3;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
5471015;500000;2285749;5277292.25;3321590;1501;7980;9928947;0;9928947;13;6437550;3;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
4148048;2478552.625;668860;2137572;2627479;1501;249470;4765051;0;4765051;15;6746854;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1296428;10000;610360;1083238;1991337;1501;10849;3106698;32123;3106698;6;5313436;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
963669;100000;141862;455284;560540;1501;0;1015824;0;1015824;18;1996704;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
5985734;1500218;223368;2320668;5865724.375;1501;326647.5;9441824;28907;9441824;9;4423523;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
1539204;659000;2020671;1300398;1531553;1501;0;2831951;0;2831951;7;5739145;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
1813012;1446929;0;370021;1559419;1501;321039;1929440;0;1929440;3;7674725;6;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
6385192;1799250;1830134;5277292.25;3983061;1501;81726;9386344;0;9386344;21;8045631;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2714062;400400;1729965;215633;2217778;1501;0;4114812;460772.5;4114812;5;8331911;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
617157;2089845;1003807;3775484;3550058;1501;4958;7325542;0;7325542;5;4305567;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
431002;150000;809620;188010;890736;1501;0;1078746;0;1078746;13;7239462;7;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
1624367;1600800;2052921;1335886;1615580;1501;326647.5;2952109;643;2952109;20;8413896;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
1139231;951442;1020529;456035;1214280;1501;0;1670315;0;1670315;6;6014154;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
4249546;1;1672366;2565944;3295444;1501;326647.5;5861388;0;5861388;13;6553379;1;3;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
2594635;451112;777216;995404;3906537;1501;0;5622892;460772.5;5622892;12;4572650;1;3;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
2942331;905301;92333;1032536;2172413;1501;326647.5;4168497;460772.5;4168497;13;8909187;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2942331;905301;92333;1032536;2172413;1501;0;4168497;460772.5;4168497;13;8909187;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
985618;2098;51098;166924;923758;1501;0;1090682;0;1090682;3;6265750;1;3;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
172095;16200;281218;186169;371067;1501;0;729369;172133;729369;4;2278948;1;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
4633725;1200000;607361;4125067;1300716;1501;326647.5;5425783;0;5425783;7;8329728;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
3050097;396031;590360;105270;2036201;1501;0;4681959;460772.5;4681959;5;2146615;3;2;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
2662658;420000;30223;1147245;2712136;1501;326647.5;3859381;0;3859381;12;7937220;1;3;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
335599;539978;601429;106934;0;1501;34110;682730;460772.5;682730;12;8937391;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
1234744;2129;316465;6326;1923367;1501;12678;1929693;0;1929693;6;6881461;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
5572109;1410000;1374973;360979;5865724.375;1501;288708;11533479.75;460772.5;11533479.75;22;7011678;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2552569;340300;891242;3163923;1054133;1501;9762;4218056;0;4218056;17;5265585;4;1;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
1098398;450126;3141769;602;1123672;1501;0;1124274;0;1124274;5;3141779;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4868847;2478552.625;91825;5277292.25;5865724.375;1501;326647.5;11533479.75;460772.5;11533479.75;26;911412;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
473879;310280;76597;794;502971;1501;1;716019;212254;716019;3;2909082;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1079539;1354810;519114;58829;1916458;1501;11;1975287;0;1975287;12;4801631;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4544088;2116233;110631;1900248;1608103;1501;245237;4794066;460772.5;4794066;10;7485981;2;3;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
4605260;1800000;966146;1196300;4476205;1501;1180;5672505;0;5672505;8;6960452;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
893619;1519827;1491184;2762039;2518175;1501;326647.5;5451426;171212;5451426;17;8490446;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
893619;1519827;1491184;2762039;2518175;1501;0;5451426;171212;5451426;17;8490446;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
1119115;1300110;3281143.25;2033235;5553124;1501;326647.5;10082687;460772.5;10082687;36;8155946;7;3;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
1522611;100000;3281143.25;2317819;4305287;1501;326647.5;9123570;460772.5;9123570;36;7750865;7;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE
550516;1300110;865571;936311;4905680;1501;150497;9138072;460772.5;9138072;15;4245535;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
918046;717075;285786;352076;1614532;1501;230417;2204258;237650;2204258;28;7755285;2;3;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
1051625;836530;19845;114964;1764894;1501;326647.5;1889614;9756;1889614;34;8433801;1;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
4461108;1765108;387291;1929144;2691740;1501;0;4620884;0;4620884;2;2549048;6;5;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
1898409;136738;756945;1037336;2200466;1501;0;4117411;460772.5;4117411;9;3221428;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2953172;383350;565294;1383269;2793103;1501;0;4176372;0;4176372;7;3337923;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
431702;250000;698243;148529;1164892;1501;0;1313421;0;1313421;7;6511900;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
2899469;2478552.625;107993;2857200;2995624;1501;2289;5852824;0;5852824;28;719953;2;2;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2222543;465000;882436;27549;2176930;1501;18419;3564465;460772.5;3564465;9;3641943;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
2541761;530000;1366406;1637788;2919151;1501;326647.5;4556939;0;4556939;6;7739472;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2321842;530000;748549;359631;3457524;1501;0;3817155;0;3817155;9;6387417;7;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE
2312898;33000;365938;1247636;1083017;1501;0;2330653;0;2330653;5;7499814;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
465015;349040;1146126;1644742;686848;1501;5;2331590;0;2331590;9;5014300;1;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1160987;59707;579257;97763;1480890;1501;0;1578653;0;1578653;4;4030395;9;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
2213012;790261;481066;392590;2581330;1501;0;2973920;0;2973920;6;6098538;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2984638;153590;711448;298984;1975426;1501;12348;3222087;460772.5;3222087;8;4181095;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
4448216;1643792;1187653;971307;5028205;1501;47146;5999512;0;5999512;16;6601606;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2176642;1272668;703853;985578;1340265;1501;272824;2325843;0;2325843;6;7276639;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2176642;315631;703853;985578;1340265;1501;2;2325843;0;2325843;6;7276639;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE
514002;89658;345107;337488;204544;1501;5;542032;0;542032;2;2197108;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1430687;350000;1674460;2556158;319041;1501;168392;2893648;18449;2893648;14;8496877;4;3;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
6495066;2478552.625;900653;992799;5865724.375;1501;282451;10271459;2355;10271459;7;8601304;9;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
8158540.75;2478552.625;1500541;5277292.25;5865724.375;1501;326647.5;11533479.75;0;11533479.75;4;8790193;9;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE
3422484;542875;1645451;0;5788020;1501;348;5927416;139396;5927416;14;8344658;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1580658;91280;686530;0;503087;1501;2179;1616764;460772.5;1616764;7;2656468;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
2068139;867000;490933;490273;1051996;1501;0;2242269;460772.5;2242269;4;4168594;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
1479845;858919;1429060;787405;1126634;1501;189993;4410262;460772.5;4410262;15;6868869;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1746564;134712;577931;863957;1339582;1501;990;2214683;11144;2214683;11;6174139;5;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
1786284;591651;756989;1672097;1284552;1501;0;2956649;0;2956649;9;5409410;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
2537844;2249392;754105;78000;2646671;1501;0;2724671;0;2724671;8;8365514;1;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
2512478;272005;1611183;66067;2547268;1501;326647.5;2613335;0;2613335;3;8490008;2;3;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
2673086;402052;491745;2512688;996187;1501;214470;3508875;0;3508875;12;8603428;5;3;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
8158540.75;1032086;168589;5277292.25;2788952;1501;326647.5;10241309;0;10241309;15;170628;9;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
1807417;861187;541134;312299;1830897;1501;45;2143196;0;2143196;10;8922226;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
2640419;172048;265709;2224195;747109;1501;73827;2971304;0;2971304;1;7158806;1;2;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE
6130905;2478552.625;467453;940447;5865724.375;1501;26996;7281107;19914;7281107;4;3168551;4;1;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
5461973;2478552.625;3281143.25;935673;4827477;1501;326647.5;5763150;0;5763150;6;8099221;6;1;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
820678;284570;812280;208939;1143737;1501;318560;1352676;0;1352676;5;8964966;2;2;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
5349321;382000;1652455;2945994;3963041;1501;0;7032115;123080;7032115;14;4126397;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3779206;2478552.625;58373;4861859;0;1501;0;4035965;4607;4035965;5;7061824;4;3;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
4131269;880335;711571;2969452;1406823;1501;19742;4593177;216902;4593177;39;5799731;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
3643092;2478552.625;755228;2580897;3791737;1501;36170;8976340;460772.5;8976340;7;5818081;1;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
3138184;778000;493918;1635168;1863083;1501;143055;3498251;0;3498251;16;1702473;3;1;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
8158540.75;767248;2751454;4995103;5865724.375;1501;326647.5;11533479.75;0;11533479.75;18;9020897;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
8158540.75;2478552.625;2751454;4995103;5865724.375;1501;0;11533479.75;0;11533479.75;18;9020897;0;0;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
5175816;800000;1500630;1746281;3924171;1501;121799;6216358;460772.5;6216358;14;6778422;6;5;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
8158540.75;1500000;1490473;5277292.25;0;1501;7790;10553904;0;10553904;21;2980351;8;1;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
8158540.75;2478552.625;3281143.25;5277292.25;5865724.375;1501;0;11533479.75;460772.5;11533479.75;39;8958310;1;2;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
926225;689736;758278;185218;5713231;1501;0;7386492;460772.5;7386492;16;4570586;6;4;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
8158540.75;2000000;1104299;2189880;5865724.375;1501;326647.5;11533479.75;4675;11533479.75;9;2554006;1;4;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
7391087;2000000;897572;3602210;5865724.375;1501;78;11533479.75;0;11533479.75;25;2040354;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
1471622;194000;226719;565564;777479;1501;0;1677357;334314;1677357;2;4430531;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
1978516;1537725;517771;3226161;192323;1501;399;3459364;40880;3459364;11;6911236;1;3;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE
8158540.75;2478552.625;3281143.25;5277292.25;0;1501;326647.5;11533479.75;460772.5;11533479.75;6;8570922;2;4;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
3694439;250000;1222023;2500305;1581937;1501;132939;4800069;460772.5;4800069;16;8609695;5;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
8158540.75;0;582730;5277292.25;5865724.375;1501;326647.5;11533479.75;0;11533479.75;9;7888016;1;3;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
8158540.75;2478552.625;0;5277292.25;5865724.375;1501;67458;11533479.75;0;11533479.75;4;3999721;2;1;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
4633777;300000;2136460;2926018;1949024;1501;205117;4875042;0;4875042;14;6622078;2;4;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
7943009;2478552.625;2156810;5277292.25;2100516;1501;326647.5;8154861;0;8154861;17;6766350;2;3;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE
6489578;1000000;1894887;2038863;2242717;1501;268756;8079962;460772.5;8079962;5;7559145;4;2;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
8158540.75;1000000;246952;677690;5865724.375;1501;0;11533479.75;0;11533479.75;14;5504485;1;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE
7883562;1282000;3281143.25;5277292.25;2003834;1501;326647.5;9509484;0;9509484;17;7708257;2;1;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
8158540.75;67000;3281143.25;5277292.25;2336979;1501;326647.5;10247415;178004;10247415;18;8347502;1;3;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE
3078426;900207;3281143.25;3480953;1751805;1501;73738;5232758;0;5232758;64;5407039;5;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
206511;380743;1082314;297951;225722;1501;13350;523673;0;523673;16;5256777;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
4442625;1824236;2243590;3731572;2431843;1501;326647.5;6163415;0;6163415;11;8533856;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
8158540.75;2478552.625;2447017;920576;5865724.375;1501;326647.5;11533479.75;0;11533479.75;14;8690716;4;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
8158540.75;2478552.625;1060752;5277292.25;5116429;1501;326647.5;11533479.75;0;11533479.75;9;5622214;6;2;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
4842435;2478552.625;385828;3887605;1030438;1501;326647.5;4918043;0;4918043;15;3835806;1;1;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
6553067;350408;3281143.25;1363174;5299002;1501;21019;6662176;0;6662176;16;8905613;6;2;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
8158540.75;928374;1834535;5277292.25;5865724.375;1501;326647.5;11533479.75;3505;11533479.75;11;6969568;9;4;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE
