activo_corriente;capital_invertido;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;provincia;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;publicidad;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;usa_ventas_comisionistas;uso_de_software;ventas_ventas_comisionistas;sobrevive_2años
4868847;7699722;91825;6167230;8709782;1501;838802;17524405;2647393;17524405;26;911412;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
473879;310280;76597;794;502971;1501;1;716019;212254;716019;3;2909082;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1079539;1354810;519114;58829;1916458;1501;11;1975287;0;1975287;12;4801631;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4544088;2116233;110631;1900248;1608103;1501;245237;4794066;1285715;4794066;10;7485981;ventas_domicilio;3;1;0;0;1;0;0;0;1;0;1;0;0;0;1
4605260;1800000;966146;1196300;4476205;1501;1180;5672505;0;5672505;8;6960452;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
893619;1519827;1491184;2762039;2518175;1501;403665;5451426;171212;5451426;17;8490446;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
893619;1519827;1491184;2762039;2518175;1501;0;5451426;171212;5451426;17;8490446;0;;1;;;;;;;;;;0;1;0;0
1119115;1300110;3459850;2033235;5553124;1501;981729;10082687;2496328;10082687;36;8155946;ventas_maquinas;3;1;0;0;0;0;0;1;1;0;0;1;1;;1
1522611;100000;4972906;2317819;4305287;1501;856405;9123570;2500464;9123570;36;7750865;ventas_maquinas;2;1;0;0;0;0;0;1;1;0;0;0;1;0;1
550516;1300110;865571;936311;4905680;1501;150497;9138072;3296081;9138072;15;4245535;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
918046;717075;285786;352076;1614532;1501;230417;2204258;237650;2204258;28;7755285;ventas_domicilio;3;1;0;0;1;0;0;0;1;0;1;0;1;;1
1051625;836530;19845;114964;1764894;1501;2644094;1889614;9756;1889614;34;8433801;ventas_mostrador;2;1;0;0;0;1;0;0;1;0;0;0;0;0;1
4461108;1765108;387291;1929144;2691740;1501;0;4620884;0;4620884;2;2549048;ventas_ecommerce;5;1;1;0;1;1;0;0;1;0;1;0;0;0;0
1898409;136738;756945;1037336;2200466;1501;0;4117411;879609;4117411;9;3221428;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2953172;383350;565294;1383269;2793103;1501;0;4176372;0;4176372;7;3337923;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
431702;250000;698243;148529;1164892;1501;0;1313421;0;1313421;7;6511900;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0
2899469;2550000;107993;2857200;2995624;1501;2289;5852824;0;5852824;28;719953;ventas_domicilio;2;0;0;0;1;0;0;0;1;0;0;0;0;0;1
2222543;465000;882436;27549;2176930;1501;18419;3564465;1359986;3564465;9;3641943;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
2541761;530000;1366406;1637788;2919151;1501;629489;4556939;0;4556939;6;7739472;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
2321842;530000;748549;359631;3457524;1501;0;3817155;0;3817155;9;6387417;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
2312898;33000;365938;1247636;1083017;1501;0;2330653;0;2330653;5;7499814;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
465015;349040;1146126;1644742;686848;1501;5;2331590;0;2331590;9;5014300;ventas_mostrador;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
1160987;59707;579257;97763;1480890;1501;0;1578653;0;1578653;4;4030395;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2213012;790261;481066;392590;2581330;1501;0;2973920;0;2973920;6;6098538;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2984638;153590;711448;298984;1975426;1501;12348;3222087;947677;3222087;8;4181095;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4448216;1643792;1187653;971307;5028205;1501;47146;5999512;0;5999512;16;6601606;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2176642;1272668;703853;985578;1340265;1501;272824;2325843;0;2325843;6;7276639;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2176642;315631;703853;985578;1340265;1501;2;2325843;0;2325843;6;7276639;0;;1;;;;;;;;;;0;0;0;0
514002;89658;345107;337488;204544;1501;5;542032;0;542032;2;2197108;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1430687;350000;1674460;2556158;319041;1501;168392;2893648;18449;2893648;14;8496877;ventas_comisionistas;3;1;0;0;0;0;1;0;1;0;0;1;1;;1
6495066;6610092;900653;992799;9276305;1501;282451;10271459;2355;10271459;7;8601304;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18899828;5000000;1500541;9495829;10219054;1501;454729;19714883;0;19714883;4;8790193;ventas_otros;1;0;0;0;0;0;0;0;0;1;0;0;0;;0
3422484;542875;1645451;0;5788020;1501;348;5927416;139396;5927416;14;8344658;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
1580658;91280;686530;0;503087;1501;2179;1616764;1113677;1616764;7;2656468;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2068139;867000;490933;490273;1051996;1501;0;2242269;700000;2242269;4;4168594;ventas_mostrador;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
1479845;858919;1429060;787405;1126634;1501;189993;4410262;2496223;4410262;15;6868869;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;0
1746564;134712;577931;863957;1339582;1501;990;2214683;11144;2214683;11;6174139;ventas_telefono;2;1;0;0;0;0;0;0;1;0;1;0;1;0;0
1786284;591651;756989;1672097;1284552;1501;0;2956649;0;2956649;9;5409410;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2537844;2249392;754105;78000;2646671;1501;0;2724671;0;2724671;8;8365514;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;1;0;1;0;0
2512478;272005;1611183;66067;2547268;1501;875966;2613335;0;2613335;3;8490008;ventas_domicilio;3;0;0;0;1;1;0;0;0;0;1;0;0;;1
2673086;402052;491745;2512688;996187;1501;214470;3508875;0;3508875;12;8603428;ventas_telefono;3;1;0;0;0;0;1;0;1;0;1;0;0;;0
10046996;1032086;168589;7452357;2788952;1501;1445774;10241309;0;10241309;15;170628;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;1;;1
1807417;861187;541134;312299;1830897;1501;45;2143196;0;2143196;10;8922226;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0
2640419;172048;265709;2224195;747109;1501;73827;2971304;0;2971304;1;7158806;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;1;;0
6130905;7509486;467453;940447;6320746;1501;26996;7281107;19914;7281107;4;3168551;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1
5461973;3243500;4095533;935673;4827477;1501;1659588;5763150;0;5763150;6;8099221;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
820678;284570;812280;208939;1143737;1501;318560;1352676;0;1352676;5;8964966;ventas_domicilio;2;1;0;0;1;0;0;0;0;0;1;0;0;;0
5349321;382000;1652455;2945994;3963041;1501;0;7032115;123080;7032115;14;4126397;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3779206;93000000;58373;4861859;-830501;1501;-256328;4035965;4607;4035965;5;7061824;ventas_comisionistas;3;1;0;1;0;0;0;0;1;0;1;0;0;0;0
4131269;880335;711571;2969452;1406823;1501;19742;4593177;216902;4593177;39;5799731;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
3643092;2808258;755228;2580897;3791737;1501;36170;8976340;2603706;8976340;7;5818081;ventas_mostrador;2;1;0;0;0;1;0;0;1;0;0;0;1;0;1
3138184;778000;493918;1635168;1863083;1501;143055;3498251;0;3498251;16;1702473;ventas_catalogo;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
10812459;767248;2751454;4995103;7231415;1501;422849;12226518;0;12226518;18;9020897;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
10812459;2750000;2751454;4995103;7231415;1501;0;12226518;0;12226518;18;9020897;0;;1;;;;;;;;;;0;1;0;0
5175816;800000;1500630;1746281;3924171;1501;121799;6216358;545906;6216358;14;6778422;ventas_ecommerce;5;1;1;0;0;1;1;0;1;0;1;0;0;0;0
10036216;1500000;1490473;12051078;-1497174;1501;7790;10553904;0;10553904;21;2980351;ventas_ferias;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0
9678891;5284558;3505067;7877832;6968880;1501;-79231;21849034;7002322;21849034;39;8958310;ventas_mostrador;2;1;0;0;1;0;0;0;1;0;0;0;1;;0
926225;689736;758278;185218;5713231;1501;0;7386492;1488043;7386492;16;4570586;ventas_ecommerce;4;1;1;0;0;1;0;0;1;0;1;0;0;0;1
8346494;2000000;1104299;2189880;12515482;1501;920117;14710037;4675;14710037;9;2554006;ventas_mostrador;4;1;1;0;0;1;1;0;1;0;0;0;0;0;1
7391087;2000000;897572;3602210;12724209;1501;78;16326419;0;16326419;25;2040354;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
1471622;194000;226719;565564;777479;1501;0;1677357;334314;1677357;2;4430531;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1978516;1537725;517771;3226161;192323;1501;399;3459364;40880;3459364;11;6911236;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;0;0;1
44179391;10669455;4992870;90064707;-2729951;1501;2336011;88216120;881364;88216120;6;8570922;ventas_domicilio;4;1;1;0;1;0;0;0;0;0;1;1;0;;0
3694439;250000;1222023;2500305;1581937;1501;132939;4800069;717827;4800069;16;8609695;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
14751907;0;582730;9938881;11099459;1501;556678;21038340;0;21038340;9;7888016;ventas_mostrador;3;1;0;1;1;0;0;0;1;0;0;0;1;0;1
12023147;5500000;-610745;5982706;11182954;1501;67458;17165660;0;17165660;4;3999721;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
4633777;300000;2136460;2926018;1949024;1501;205117;4875042;0;4875042;14;6622078;ventas_domicilio;4;1;1;0;1;0;0;0;1;0;1;0;1;;1
7943009;2981424;2156810;6054345;2100516;1501;412548;8154861;0;8154861;17;6766350;ventas_domicilio;3;1;0;0;1;0;0;0;1;0;1;0;1;0;1
6489578;1000000;1894887;2038863;2242717;1501;268756;8079962;3798382;8079962;5;7559145;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0
9388727;1000000;246952;677690;11940823;1501;0;12618513;0;12618513;14;5504485;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
7883562;1282000;3619210;7505650;2003834;1501;959210;9509484;0;9509484;17;7708257;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;;1
8854089;67000;4375528;7732432;2336979;1501;1083037;10247415;178004;10247415;18;8347502;ventas_mostrador;3;1;0;0;0;0;1;0;1;0;1;0;0;0;0
3078426;900207;5407038;3480953;1751805;1501;73738;5232758;0;5232758;64;5407039;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0
206511;380743;1082314;297951;225722;1501;13350;523673;0;523673;16;5256777;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
4442625;1824236;2243590;3731572;2431843;1501;635304;6163415;0;6163415;11;8533856;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
13733520;3091650;2447017;920576;36692089;1501;1681358;37612665;0;37612665;14;8690716;ventas_comisionistas;1;1;0;0;0;0;0;0;0;0;0;1;1;;0
15095277;6507124;1060752;10923090;5116429;1501;845537;16039519;0;16039519;9;5622214;ventas_ecommerce;2;1;0;0;0;1;0;0;0;0;1;0;1;;1
4842435;3664610;385828;3887605;1030438;1501;3894900;4918043;0;4918043;15;3835806;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
6553067;350408;3444861;1363174;5299002;1501;21019;6662176;0;6662176;16;8905613;ventas_ecommerce;2;1;1;0;0;1;0;0;0;0;0;0;1;0;0
16948090;928374;1834535;5961411;12344305;1501;1435296;18309221;3505;18309221;11;6969568;ventas_otros;4;1;0;1;0;1;0;0;0;1;1;0;0;0;1
16823790;928374;3135257;4621325;14192104;1501;235474;18813429;0;18813429;29;7632869;ventas_otros;3;1;1;0;0;1;0;0;0;0;1;0;1;0;0
7320507;3960935;235978;2697679;4786859;1501;316694;7484538;0;7484538;0;8100942;ventas_mostrador;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0
1489503;10090;1660629;1843344;81560;1501;239304;1924904;0;1924904;4;7351490;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;;0
8703167;2502000;199248;393498;4392326;1501;405;8788536;4002712;8788536;19;3100189;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
8077116;10714832;3612272;0;12274241;1501;0;16508439;4234198;16508439;4;7958972;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
8064469;3478860;2434937;5844471;3820185;1501;1357523;12009242;2344586;12009242;71;8890917;ventas_catalogo;1;0;1;0;0;0;0;0;0;0;0;0;0;;1
3949508;2603362;915942;929712;6235170;1501;208619;7164882;0;7164882;10;2851674;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
1090733;210000;608220;478271;1238347;1501;0;2708242;991624;2708242;9;5632277;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
8888936;40010000;847377;32151;2862728;1501;587460;8970494;6075615;8970494;8;8914286;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
15060873;1500000;181159;10074375;5370272;1501;1219110;15444647;0;15444647;29;7174992;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;1;;1
15060873;1500000;181159;10074375;5370272;1501;3902138;15444647;0;15444647;30;7174992;0;;1;;;;;;;;;;0;1;0;0
1075345;70000;912029;674220;-47101;1501;306846;1468863;841744;1468863;3;7327454;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;;1
710646;114556;461508;484439;351314;1501;340;835753;0;835753;4;5318194;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2163640;186000;607834;789073;1503155;1501;28200;2292228;0;2292228;12;3968071;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2145857;1000;1666622;717293;2042083;1501;154260;3722537;963161;3722537;18;4767836;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
7621038;2293063;1185374;3697853;3925060;1501;500398;7622913;0;7622913;2;7550514;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;;0
13086399;2300000;756036;12182113;3078171;1501;1250198;15294738;34454;15294738;8;3152905;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1
863530;40000;278274;0;863530;1501;0;863530;0;863530;4;4186004;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3730606;1100000;1179828;810913;3023181;1501;291900;3834094;0;3834094;2;8030448;ventas_ecommerce;2;1;0;0;0;1;0;0;1;0;0;0;0;;0
8320172;32300;1788677;7460016;876406;1501;3;8336422;0;8336422;17;7797593;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
824811;1000;172847;220010;1436335;1501;0;1656345;0;1656345;3;8825256;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5000021;1200000;2744432;0;5215340;1501;1147256;5326833;111493;5326833;8;7696576;ventas_catalogo;2;0;1;0;0;0;0;0;0;0;1;0;0;;1
3116951;1200000;3356645;490979;2368119;1501;0;4137099;1278001;4137099;23;5277593;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1
1096668;1000;1544961;347266;961708;1501;972620;1308974;0;1308974;2;8079923;ventas_catalogo;3;1;1;0;1;0;0;0;0;0;1;0;1;0;0
1115541;446904;322039;776429;475638;1501;168186;1252067;0;1252067;5;8976938;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;0
3639147;50000;5413928;3759558;-31202;1501;1894156;3728356;0;3728356;70;7789851;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0
729633;452270;179582;32995;705126;1501;-267060;743047;4926;743047;4;8244613;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0
2099017;362092;300795;827694;1291323;1501;408242;2119017;0;2119017;12;4737185;ventas_telefono;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0
1121271;274504;237777;334031;789168;1501;0;1123199;0;1123199;6;3826705;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10673266;11289997;4004449;1916036;9958196;1501;46346;11874232;0;11874232;5;7140390;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
6812932;800000;1213530;2381963;5309524;1501;449910;7691487;0;7691487;18;8781922;ventas_mostrador;3;1;1;0;0;1;0;0;1;0;0;0;1;0;0
8250020;1123376;1092082;4940376;3848132;1501;229093;9948622;1160114;9948622;7;6689289;ventas_ecommerce;2;1;0;0;0;1;0;0;0;0;1;0;1;;1
8250020;1123376;1092082;4940376;3848132;1501;0;9948622;1160114;9948622;17;6689289;0;;1;;;;;;;;;;0;1;0;0
8575956;3623597;1531446;5785092;5389614;1501;1512530;13229198;2054492;13229198;23;8438349;ventas_catalogo;3;1;1;0;1;0;0;0;1;0;0;0;1;0;0
16369726;10000;3384639;16162791;253064;1501;133;16415855;0;16415855;16;7800610;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
74191433;188160;2183787;53688573;7173202;1501;3676182;75461356;14599581;75461356;8;2190787;ventas_comisionistas;1;1;0;0;0;0;0;0;0;0;0;1;1;;1
685733;1000;1795870;240972;448713;1501;1779;689685;0;689685;10;5724741;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1616194;216000;421087;830477;904317;1501;0;1734794;0;1734794;2;5822411;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
41639692;8120683;517922;29258037;12388006;1501;-510353;43443207;1797164;43443207;5;8600220;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;1;0;0
2220363;1000000;1149395;855304;2962747;1501;-11426;3818051;0;3818051;9;7820225;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;;1
8907329;1256982;9;3595689;4234555;1501;51016;11369458;3539214;11369458;63;10;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
4987768;1859140;1428090;4672723;3811310;1501;611663;8535774;51741;8535774;4;7722469;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;;0
2908465;600000;2088268;337363;3052938;1501;113109;3982331;592030;3982331;8;8781826;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0
6450416;1202000;5532982;5223492;5661482;1501;1210060;12776904;1891930;12776904;35;8387334;ventas_otros;4;1;0;0;0;0;1;0;1;1;0;1;1;;0
9655791;1032343;1946032;4649906;10097055;1501;624623;14746961;0;14746961;10;8674458;ventas_catalogo;3;1;1;0;0;1;1;0;0;0;0;0;0;;0
705555;152743;178067;461727;343413;1501;840;805140;0;805140;4;2904757;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
5852261;1898723;-30486;3532622;2566097;1501;304145;6098719;0;6098719;9;8177288;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;0;1;0;;0
1725119;822885;212650;823138;1038614;1501;0;1861752;0;1861752;3;2338516;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3682837;1004;1281828;898443;2760771;1501;666786;4188310;529096;4188310;9;7447383;ventas_maquinas;2;1;0;0;0;0;0;1;1;0;0;0;0;;1
1489081;2000;272351;1131160;575433;1501;14;1706593;0;1706593;4;4160857;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11322753;4290572;2573539;6717480;4767397;1501;629264;11582683;97806;11582683;14;7130953;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2407646;20000;1043982;372562;1483398;1501;631936;2638788;782828;2638788;16;6676586;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;;1
3044644;7000171;969497;451813;1913958;1501;599406;3148599;782828;3148599;14;7303842;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1
4447207;20000;766714;315404;3666131;1501;0;4941347;959812;4941347;15;8761940;ventas_mostrador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487088;129546;1178138;293713;859245;1501;289;1152958;0;1152958;4;6953270;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2204940;269926;2321707;3167741;2434985;1501;17197;6072592;469866;6072592;15;7822652;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1914419;1091538;2387589;810601;1368495;1501;3518;2179096;0;2179096;15;5985374;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2509394;1507000;279191;128668;4991219;1501;17248;5439597;319710;5439597;9;1607570;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0
313274;2000;1311314;78022;336116;1501;306717;759488;345350;759488;6;6976265;ventas_domicilio;2;1;0;0;1;0;0;0;0;0;1;0;0;;0
2266614;1545;446131;812102;1709799;1501;0;2521901;0;2521901;10;4880853;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1481241;839652;433164;0;1307388;1501;296610;1508342;200954;1508342;4;7971058;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
2163011;15000;207766;1950;1595660;1501;0;2339317;741707;2339317;5;5670809;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1777543;435425;1322784;65351;2017482;1501;0;2082833;0;2082833;4;4617292;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2290533;5000;488838;7083;3377661;1501;0;3384744;0;3384744;5;3921009;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1388603;397941;139121;0;454352;1501;0;1729599;1275247;1729599;1;3268218;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7053552;494190;606242;2108178;9708623;1501;0;11816801;0;11816801;6;2212953;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
2319962;400000;1039755;115859;3805921;1501;400118;3921780;0;3921780;8;6758216;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;0
1425811;10122;450005;671363;989867;1501;0;1661230;0;1661230;3;5639141;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3140291;1200000;793823;515191;5715884;1501;28058;6231075;0;6231075;12;6243614;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1359169;656025;951430;2868871;3934284;1501;485447;6803155;0;6803155;6;8939317;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;;1
1842500;500000;684789;656696;4052645;1501;284805;7290202;2580861;7290202;16;7513379;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3119341;1050000;1225270;2926928;1510272;1501;343987;4437200;0;4437200;8;8108752;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;1
1799217;3146123;819080;0;1582375;1501;94187;2938415;1356040;2938415;6;6860831;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1
1799217;1050000;819080;0;1582375;1501;0;2938415;1356040;2938415;6;6860831;0;;0;;;;;;;;;;0;0;0;0
3303635;18158;846320;0;4584782;1501;0;4788635;203853;4788635;4;4305097;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2105020;20292;663873;514714;1647734;1501;0;2162448;0;2162448;8;7033854;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
3018189;70000;1063875;0;1945717;1501;34950;3211560;1265843;3211560;19;5314181;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2181456;71000;443891;34695;2211986;1501;0;2246681;0;2246681;2;4505744;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0
912080;1153902;1866009;1134268;2815837;1501;587863;3989516;39411;3989516;4;7757618;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;1;;0
1158775;1037275;1781834;1180260;4107222;1501;482658;6024754;737272;6024754;19;8990854;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;;1
2117099;2139000;306041;1866480;3581530;1501;-422321;7300590;1852580;7300590;18;6998547;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;1;0;1
2018250;613025;643215;514628;1559277;1501;450556;2073905;0;2073905;24;7275980;ventas_comisionistas;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0
1330140;240370;489164;17773;1588839;1501;0;1606612;0;1606612;8;3622038;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0
4320461;584007;1325883;518904;3694549;1501;399674;4350546;137093;4350546;6;7878645;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;;0
588913;1289895;1563127;1702325;1922021;1501;0;3624346;0;3624346;14;7095754;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
1537167;855627;1617003;292894;2270019;1501;0;4304378;1741465;4304378;11;4032706;ventas_domicilio;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0
1051782;201574;822775;1023827;400828;1501;361693;1424655;0;1424655;22;7356757;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;;0
2005424;470000;536350;1559004;809934;1501;0;2368938;0;2368938;24;3755874;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
728447;10000;2647055;220488;1840721;1501;949539;2061209;0;2061209;9;9059630;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;1;;0
3152170;1373840;829385;6330625;7113011;1501;0;13443636;0;13443636;7;9042332;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1
3724087;934619;1106492;102238;5259275;1501;0;5361513;0;5361513;17;4202345;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
4593740;3049137;1151888;815889;4367383;1501;0;5183272;0;5183272;8;8913197;ventas_mostrador;3;0;1;0;0;0;0;0;1;0;1;0;0;0;0
7409513;1500000;2407530;3833849;4238039;1501;1388537;8071888;0;8071888;8;8115514;ventas_comisionistas;3;1;0;0;0;0;0;0;1;0;1;1;1;;1
8049939;4244805;8242771;15997731;-7871151;1501;-1958583;8126580;0;8126580;4;8242772;ventas_catalogo;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0
1928457;250000;1199703;265991;1701958;1501;0;1967949;0;1967949;4;6730697;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
