IRUC;ACTIVIDADECONOMICA;Actividad economica;Activo corriente;CIIU;Capital Suscrito;Capital pagado;Departamento;Distrito;Dividendos pagados1;Dividendos pagados2;Gastos financieros;MERCADERIAPRINCIPAL;Margen Comercial;NumMeses;Pasivo corriente;Patrimonio neto;Prestación de servicios;Provincia;Resultado de Explotacion;Total Activo;Total Pasivo no corriente;Total Pasivo y Patrimonio;Totalempleados;VENTAS;Ventas netas de mercaderías;Ventas netas de productos terminados, subproductos, desechos y desperdicios;canal_dominante;nro_canales_usados;publicidad;usa_catalogo;usa_comisionistas;usa_domicilio;usa_ecommerce;usa_ferias;usa_maquinas;usa_mostrador;usa_otros;usa_telefono;usa_total;usa_ventas_comisionistas;uso_de_software;ventas_catalogo;ventas_comisionistas;ventas_domicilio;ventas_ecommerce;ventas_ferias;ventas_maquinas;ventas_mostrador;ventas_otros;ventas_telefono;ventas_total;ventas_total_canal13;ventas_ventas_comisionistas;Año;Sobrevive_2años
145711;VENTA DE PRODUCTOS AGROPECUARIOS;;1059404;4620;242000;242000;15;150199;0;0;0;PRODUCTOS AGROPECUARIOS;730242;12;370076;828831;0;1501;0;1198907;0;1198907;7;7250890;7250890;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7250890;0;0;7250890;7250890;0;2019;0
145714;VENTA DE ALIMENTOS;;1025667;4630;873000;873000;15;150199;0;0;0;ALIMENTOS;209753;12;49917;978712;0;1501;8;1028629;0;1028629;2;8131141;8131141;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8131141;0;0;8131141;8131141;0;2019;0
145731;COMERCIALIZACION DE CALZADO DEPORTIVO Y ACCESORIOS;;3063735;4771;10000;10000;15;150101;0;0;0;ZAPATILLAS DEPORTIVAS;3021345;12;6480792;-1378855;0;1501;1;5378993;277056;5378993;41;8579051;8579051;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8579051;0;0;8579051;8579051;0;2019;1
145774;VENTA AL POR MENOR DE COMBUSTIBLES;VENTA AL POR MENOR DE COMBUSTIBLES;1692598;4730;3000;3000;15;150199;0;27674;1414;COMBUSTIBLE;1283462;12;164299;1791004;0;1501;433902;1955314;11;1955314;1;8466660;8466660;0;ventas_otros 2017;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;8466660;0;8466660;8466660;0;2017;1
145774;VENTA DE COMBUSTIBLE;;1983095;4730;3000;3000;15;150199;0;0;0;COMBUSTIBLE;805888;12;269320;1888444;0;1501;1091;2157771;7;2157771;8;6420523;6420523;0;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6420523;0;6420523;6420523;0;2019;0
145775;EXP OTRAS MINAS Y CANTERAS NIA;EXP OTRAS MINAS Y CANTERAS NIA;7779293;4662;162560;162560;15;150199;0;0;0;ORO;157051;12;0;7829293;0;1501;28367;7829293;0;7829293;1;7795417;7795417;0;ventas_telefono 2017;4;0;1;0;0;1;0;1;0;0;1;0;0;1;545679.19;0;0;1948854.25;0;1792946;0;0;3507937.65;7795417;7795417;0;2017;0
145776;VENTA DE MAQUINARIA AGROPECUARIOS;VENTA DE MAQUINARIA AGROPECUARIOS;24703633;4653;5324000;5324000;15;150141;0;5324000;96922;MAQUINARIA;7971411;12;10908140;14158108;41864;1501;6418809;25066248;0;25066248;15;7593816;7551952;0;ventas_telefono 2017;5;0;1;1;0;0;1;0;1;0;1;0;0;0;1510390.4;755195.2;0;0;755195.2;0;1510390.4;0;3020780.8;7593816;7593816;0;2017;1
145778;VENTA DE METALES Y MINERALES;VENTA DE METALES Y MINERALES;5153985;4662;1024;1024;15;150199;0;0;60822;MINERAL;5809670;12;1061905;8087674;0;1501;2992641;9149579;0;9149579;8;8174796;8174796;0;ventas_otros 2017;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;8174796;0;8174796;8174796;0;2017;0
145779;CONFECCION DE CORTINAS ROLLER;CONFECCION DE CORTINAS ROLLER;4636645;4641;458255;458255;15;150199;0;1;94710;CORTINAS ROLLER;4284873;6;2468338;2314614;0;1501;390242;4967188;184236;4967188;39;8360786;8360786;0;ventas_mostrador 2017;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;7524707.4;0;836078.6;8360786;8360786;0;2017;0
145781;COMERCIALIZACION DE AUTOPARTES PARA VEHICULOS PESADOS;COMERCIALIZACION DE AUTOPARTES PARA VEHICULOS PESADOS;6090205;4530;350000;350000;15;150140;0;0;32322;FILTROS;1347216;12;5418178;905431;0;1501;360818;6323609;0;6323609;8;7250893;7250893;0;ventas_mostrador 2017;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3625446.5;0;3625446.5;7250893;7250893;0;2017;1
145781;COMERCIALIZACION DE AUTOPARTES PARA VEHICULOS PESADOS;;5120758;4530;350000;350000;15;150140;0;0;0;FILTROS;1056954;12;3947562;1367358;0;1501;434557;5314920;0;5314920;14;5806516;5806516;0;ventas_comisionistas;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2903258;0;0;0;0;1161303;0;1741955;5806516;5806516;0;2019;1
145782;VENTAS DE PARTES Y PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;VENTAS DE PARTES Y PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;6231832;4530;310221;310221;15;150199;0;0;436968;AROS;2521426;12;867193;4503893;0;1501;1677306;6421453;1050367;6421453;7;8707150;8707150;0;ventas_domicilio 2017;3;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;3047502.5;0;0;0;2612145;0;3047502.5;8707150;8707150;0;2017;0
145783;VENTA DE REPUESTOS Y ACCESORIOS DE AUTOS;VENTA DE REPUESTOS Y ACCESORIOS DE AUTOS;2076341;4530;300000;300000;15;150199;0;0;28723;ACCESORIOS;1432279;12;1584195;494614;0;1501;335499;2078809;0;2078809;29;7244141;7244141;0;ventas_mostrador 2017;2;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;6809492.54;0;434648.46;7244141;7244141;0;2017;0
145784;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;VENTA DE PRODUCTOS LACTEOS;2193264;4630;280000;280000;15;150136;0;0;22969;PRODUCTOS LACTEOS;725404;12;707459;1508624;0;1501;399;2216083;0;2216083;5;4840733;4840733;0;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4840733;4840733;4840733;0;2019;1
145785;COMPRAS Y VENTA DE ACCESORIOS Y ARTICULOS DE AUDIO Y VIDEO PARA AUTOMOVILES;COMPRAS Y VENTA DE ACCESORIOS Y ARTICULOS DE AUDIO Y VIDEO PARA AUTOMOVILES;4678770;4690;521000;521000;15;150199;0;0;103897;ARCITULOS DE AUDIO Y VIDEO PARA AUTOMOVILES;2071409;12;5451818;-653878;0;1501;577729;4797940;0;4797940;14;7529461;7529461;0;ventas_catalogo 2017;2;1;1;0;1;0;0;0;0;0;0;0;0;0;5647095.75;0;1882365.25;0;0;0;0;0;0;7529461;7529461;0;2017;1
145785;COMPRAS Y VENTA DE ACCESORIOS Y ARTICULOS DE AUDIO Y VIDEO PARA AUTOMOVILES;;3550191;4530;1516400;1516400;15;150199;0;0;0;ARCITULOS DE AUDIO Y VIDEO PARA AUTOMOVILES;1494990;12;3487374;134939;0;1501;565885;3622313;0;3622313;11;5693503;5746427;-52924;ventas_catalogo;2;1;1;0;1;0;0;0;0;0;0;0;0;1;4309820;0;1436607;0;0;0;0;0;0;5746427;5746427;0;2019;0
145786;IMPORTACION Y VENTA DE EQUIPOS DE COMPUTO;IMPORTACION Y VENTA DE EQUIPOS DE COMPUTO;2246843;4651;793150;793150;15;150199;0;0;0;COMPUTADORAS PERSONALES Y LAPTOPS;1933098;12;1407966;1146778;0;1501;509062;2554744;0;2554744;19;8394213;8394213;0;ventas_otros 2017;3;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1678842.6;4197106.5;2518263.9;8394213;8394213;0;2017;1
145787;VENTA DE MATERIALES DE CONSTRUCCION;;956147;4663;145000;145000;15;150199;1;1;0;ARENA VARIADA Y PIEDRA;517257;12;1229908;1456007;2765717;1501;53925;2685915;0;2685915;5;4894449;2128732;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2128732;0;0;0;0;0;0;2128732;2128732;0;2019;0
145788;VENTA AL POR MAYOR  Y MENOR DE DE EQUIPO CELULARES;VENTA AL POR MAYOR  Y MENOR DE DE EQUIPO CELULARES;2846248;4652;502365;502365;15;150199;0;0;113914;CELULARES;1911247;12;1828306;1650088;0;1501;623234;3478394;0;3478394;10;7698524;7698524;0;ventas_otros 2017;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;7698524;0;7698524;7698524;0;2017;0
145789;VENTA DE CELULARES;VENTA DE CELULARES;1829496;4741;4000;4000;15;150199;0;0;0;VENTA DE CELULARES;261801;3;976992;78652;0;1501;100579;1829496;773852;1829496;3;7358810;7358810;0;ventas_domicilio 2017;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7358810;0;0;0;0;0;0;7358810;7358810;0;2017;0
146539;VENTA AL POR MAYOR DE ORDENADORES EQUIPO PERIFERICO YPROGRAMAS DE INFORMATICA;;1385036;4651;50000;50000;15;150199;;;0;SUMINISTROS Y EQUIPOS DE COMPUTO;653093;12;282558;888890;0;1501;0;2499693;1328245;2499693;4;3318495;3318495;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3318495;0;0;3318495;3318495;0;2019;0
146881;VENTA AL POR MAYOR DE MATERIALES PARA LA CONSTRUCCION Y ARTICULOS DE FERRETERIA;;1434961;4663;441947;441947;15;150199;;;0;CEMENTO Y FIERROS;727938;12;530424;1513914;0;1501;0;2044338;0;2044338;0;6784570;6784570;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6784570;0;0;6784570;6784570;0;2019;0
146883;IMPORTACION Y VENTA DE MAQUINAS;;13094722;4659;3500;3500;15;150199;0;0;0;ARRENDAMIENTO Y VENTAS DE MAQUINAS;672224;12;20336810;-6897760;0;1501;597032;13439050;0;13439050;2;2446985;2446985;0;ventas_comisionistas;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2446985;0;0;0;0;0;0;0;2446985;2446985;0;2019;0
146911;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;;1590318;4510;50000;50000;15;150199;0;0;0;REPUESTOS DE VEHICULOS;242176;12;1030241;627218;0;1501;14505;1657459;0;1657459;3;2690847;2690847;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2690847;0;0;2690847;2690847;0;2019;0
146996;VENTA AL POR MENOR DE COMBUSTIBLE;;1643314;4730;12200;12200;15;150199;0;0;0;COMBUSTIBLE;634475;12;721585;2298077;1305128;1501;114138;3019662;0;3019662;7;4996815;3691687;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3691687;0;0;3691687;3691687;0;2019;0
147002;COMERCIALIZACION E IMPORTAMOS PRODUCTOS TECNOLOGICOS EN SECTOR INDUSTRIAL;;2563043;4663;52450;52450;15;150114;0;0;0;VALVULAS MANOMETROS Y ACCESIORIOS PARA GLP;963751;12;658369;2017409;0;1501;0;2675778;0;2675778;8;4715610;4715610;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4715610;0;0;4715610;4715610;0;2019;1
147014;VENTA AL POR MENOR DE PRODUCTOS FAMACEUTICOS Y MEDICINALES  COSMETICOS Y ARTICULOS DE TOCADOR;;1165332;4772;299163;299163;15;150199;;;0;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS;633527;12;770667;432752;0;1501;35345;1203419;0;1203419;23;2611190;2611190;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2611190;0;0;2611190;2611190;0;2019;0
147023;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;;324274;4730;100000;100000;15;150199;;;0;COMBUSTIBLES;159926;12;137550;325363;0;1501;0;462913;0;462913;7;5604594;5604594;0;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5604594;0;0;0;5604594;5604594;0;2019;0
147117;VENTA AL POR MAYOR Y MENOR DE GLP EN CILINDROS;;778457;4661;2000;2000;15;150199;0;0;0;COMBUSTIBLE GLP;329242;12;96227;822997;0;1501;0;984128;64904;984128;7;4536742;4536742;0;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4536742;4536742;4536742;0;2019;0
147126;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO;;1006039;4663;60000;60000;15;150199;0;0;0;MOTOSIERRAS;275859;12;5222;1009351;0;1501;0;1014573;0;1014573;2;4205166;4205166;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4205166;0;0;4205166;4205166;0;2019;0
147158;VENTA AL POR MAYOR DE PRODUCTOS VETERINARIOS;;701895;4690;2400;2400;15;150199;0;0;0;PRODUCTOS VETERINARIOS;339364;12;54748;732575;0;1501;0;787323;0;787323;6;3904695;3904695;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3904695;3904695;3904695;0;2019;0
147166;VENTA  AL POR MAYOR  DE PRODUCTOS  TEXTILES;;6418860;4641;500000;500000;15;150199;0;0;0;TELAS;646444;12;4709434;1713940;0;1501;0;6423374;0;6423374;5;5741198;5741198;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5741198;0;0;5741198;5741198;0;2019;0
147172;VENTA DE ACEITES LUBRICANTES;;3527254;4661;795608;795608;15;150101;0;200000;0;ACEITES LUBRICANTES PARA MOTORES;1142412;12;2684387;1058555;0;1501;0;3742942;0;3742942;11;4742194;4742194;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4742194;0;0;4742194;4742194;0;2019;1
147177;VENTA DE PRODUCTOS HIDROBIOLOGICOS;;290327;4630;6000;6000;15;150199;0;0;0;VENTA DE OVAS DE PEZ VOLADOR;547687;12;39597;282812;0;1501;0;322409;0;322409;6;5847617;5847617;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5847617;5847617;5847617;0;2019;0
147273;VENTAS AL POR MAYOR DE MATERIALES DE CONSTRUCCION;;2614667;4663;13800;13800;15;150199;0;0;0;POLICARBONATO;1328484;12;947691;1330468;0;1501;0;2632891;354732;2632891;2;4009407;4009407;0;ventas_telefono;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;100000;0;3909407;4009407;4009407;0;2019;0
148100;VENTA DE POLLO BENEFICIADO AL POR MAYOR Y MENOR;;86024;4721;20000;20000;15;150199;0;0;0;POLLO BENEFICIADO;473717;12;453369;471368;0;1501;0;924737;0;924737;9;3290182;3290182;0;ventas_mostrador;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;987052;0;0;0;2303130;0;0;3290182;3290182;0;2019;0
149196;VENTA AL MAYOR DE GENERADORES ELECTRICOS;VENTA AL MAYOR DE GENERADORES ELECTRICOS;9095842;4659;0;0;15;150199;0;0;655768;SERVICIOS DE CONSULTORIA ASESORIA Y ASISTENCIA TECNICA;415253;12;7350239;1985035;3746579;1501;701212;9484233;148959;9484233;1;10300654;6554075;0;ventas_domicilio 2018;4;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10300654;10300654;0;2018;0
149387;DISTRIBUCION DE PRODUCTOS DE CONSUMO MASIVO;;2137716;4630;10000;10000;15;150199;0;0;0;GOLOSINAS Y ABARROTES;7773019;12;564461;1573255;0;1501;0;2137716;0;2137716;9;8556033;8556033;0;ventas_comisionistas;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8556033;0;0;0;0;0;0;0;8556033;8556033;0;2019;0
149430;VENTA AL POR MAYOR  DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPOS Y MATERIALES;;1112874;4663;100000;10000;15;150199;0;0;0;FIERRO;666442;12;35132;1097470;0;1501;0;1132602;0;1132602;8;4708314;4708314;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4708314;0;0;4708314;4708314;0;2019;0
149744;VENTA DE MERCADERIA;VENTA AL POR MAYOR NO ESPECIALIZADA;2407510;4742;1126980;1126980;15;150101;0;0;0;INSTRUMENTOS MUSICALES;245810;12;2614015;1898128;0;1501;7;4512143;0;4512143;4;4890181;4890181;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4890181;0;0;4890181;4890181;0;2019;0
150004;PROVISION DE ALIMENTOS AL PROGRAMA NACIONAL DE ALIMENTACION ESCOLAR QALIWARMA;;1378201;4630;310191;310191;15;150199;0;0;0;LECHES;858434;11;65363;1394768;0;1501;340;1471343;11212;1471343;11;4022557;4022557;0;ventas_otros;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4676;0;0;0;0;4013245;4636;4022557;4022557;0;2019;0
150036;ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;;2575031;4649;130000;130000;15;150199;0;0;0;PROVIDE GOLD;7476472;12;1934443;863746;0;1501;4685;2798189;0;2798189;23;7435398;7435398;0;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;7435398;0;0;0;0;0;0;0;7435398;7435398;0;2019;0
150160;COMERCIALIZACION DE OTROS PRODUCTOS INDUSTRIALES;;1396654;4752;15000;15000;15;150199;;;0;SILICONAS;247425;12;271856;359974;0;1501;11857;1607744;975914;1607744;10;2298395;2298395;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2298395;2298395;2298395;0;2019;0
150277;COMPRA VENTA DE PLANCHA LAC LAF ESTRIADA NEGRA Y OTROS PARA LA METALMECANICA;;3215993;4663;180000;180000;15;150199;0;0;0;PLANCHA DE ACERO EN CALIENTE Y FRIO;817072;12;2446664;2844366;0;1501;0;5291030;0;5291030;7;3613246;3613246;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3613246;0;0;3613246;3613246;0;2019;0
150321;VENTA DE PRODUCTOS AGROVETERINARIOS;;1918085;4620;71250;71250;15;150199;0;0;0;FERTILIZANTES;400709;12;661070;1453659;0;1501;0;2114729;0;2114729;15;4238827;4238827;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4238827;0;0;4238827;4238827;0;2019;0
150335;VENTA DE MEDICAMENTOS Y ARTICULOS DE TOCADOR Y MATERIAL MEDICO;;909659;4772;20000;20000;15;150199;0;0;0;MEDICAMENTOS;856952;12;731669;265588;0;1501;0;997257;0;997257;30;2625133;2625133;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2625133;0;0;2625133;2625133;0;2019;0
150846;VENTA DE CONTROLES REMOTO Y PARTES AFINES PARA MINAS MANTENIMIENTO Y REPARACION CONTROLES REMOTO;;3568925;4659;194336;194336;15;150141;0;0;0;CONTROLES REMOTO PARA EQUIPOS MINEROS;2281587;12;2466585;1383674;0;1501;7903;3850259;0;3850259;18;5332234;5332234;0;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5332234;0;0;0;0;0;5332234;5332234;0;2019;1
151091;VENTA AL POR MENOR DE CALZADOS Y DE PRENDAS DE VESTIR;VENTA AL POR MENOR DE CALZADOS Y DE PRENDAS DE VESTIR;4088549;4771;0;0;15;150199;0;0;68069;CALZADO;1119937;12;3540308;2009531;0;1501;488180;5549839;0;5549839;10;7602437;7602437;0;ventas_mostrador 2018;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7602437;7602437;0;2018;0
151181;COMPRA Y VENTA DE HELADOS;;165870;4711;2000;2000;15;150199;;;0;COMPRA Y VENTA DE HELADOS;586433;9;4361;167546;0;1501;0;171907;0;171907;2;3674734;3674734;0;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3674734;0;0;0;0;0;0;3674734;3674734;0;2019;0
151234;VENTA AL POR MAYOR Y MENOR DE PRODUCTOS E INSUMOS TEXTILES PARA LA INDUSTRIAL TEXTIL;;1728733;4641;479000;479000;15;150199;0;0;0;CINTA REFLECTIVA;800884;12;2023157;1199457;0;1501;15485;3222614;0;3222614;6;3543639;3543639;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3543639;0;0;3543639;3543639;0;2019;0
151355;VENTA AL POR MAYOR SUMINISTROS Y EQUIPOS DE ARTICULOS ELECTRONICAS;;1322473;4652;302060;302060;15;150199;0;0;0;SUMINISTRO Y EQUIPOS DE ARTICULOS ELECTRONICOS;1138554;12;1348747;15217;0;1501;21;1363964;0;1363964;5;4264077;4264077;0;ventas_domicilio;2;1;1;0;1;0;0;0;0;0;0;0;0;1;639611;0;3624466;0;0;0;0;0;0;4264077;4264077;0;2019;0
151356;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES;;19820227;4663;40965195;40965195;15;150101;0;0;0;CEMENTO;-2187945;12;12496045;41568530;0;1501;18762;68195972;14131397;68195972;31;4875936;4875936;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4875936;0;0;4875936;4875936;0;2019;1
151422;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;;1243734;4651;41294;41294;15;150199;0;0;0;EQUIPOS DE COMPUTO HARDWARE Y LICENCIAMIENTO SOFTWARE;1270527;12;1361099;433329;539754;1501;0;1794428;0;1794428;8;5433307;4893553;0;ventas_telefono;3;1;1;0;0;1;0;0;0;0;1;0;0;0;2000000;0;0;393553;0;0;0;0;2500000;4893553;4893553;0;2019;0
151427;VENTA DE CHOCOLATES Y DULCES;;1847979;4630;200000;200000;15;150199;0;0;0;CHCOCOLATE;902481;4;792378;1058912;0;1501;5589;1851290;0;1851290;4;6158789;6158789;0;ventas_catalogo;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6158789;0;0;0;0;0;0;0;0;6158789;6158789;0;2019;0
151584;VENTA POR MENOR DE PRODUCTOS FARMACEUTICOS Y  MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR;;1036969;4772;30000;30000;15;150199;0;0;0;FARMACOS;577440;12;681296;645454;0;1501;2048;1326750;0;1326750;17;2122643;2122643;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2122643;0;0;2122643;2122643;0;2019;0
151680;VENTA AL POR MENOR DE JOYERIA;;1244858;4773;1015376;1015376;15;150199;0;0;0;JOYAS;821987;12;2202003;-298360;0;1501;17890;1903643;0;1903643;8;2593110;2593110;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2593110;0;0;2593110;2593110;0;2019;0
151878;VENTA AL POR MENOR DE COMBUSTIBLES;;255338;4730;5000;5000;15;150199;0;0;0;DIESESL DBS5;701543;12;53633;345383;0;1501;0;399016;0;399016;7;2922705;2922705;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2922705;0;0;0;2922705;2922705;0;2019;0
151897;VENTA DE ARROZ PILADO;VENTA DE ARROZ PILADO;91327189;4630;0;0;15;150122;0;0;3374274;ARROZ PILADO;774379;12;83890212;7448010;0;1501;4593310;91338222;0;91338222;6;99794940;4524419;95270521;ventas_mostrador 2018;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;99794940;99794940;0;2018;1
151897;VENTA DE ARROZ PILADO Y SUBPRODUCTOS;;78156543;4630;6500000;6500000;15;150122;;;0;ARROZ PILADO;1235136;12;65703034;10013057;0;1501;93532;78164938;2448847;78164938;18;119859909;2122710;117737199;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2122710;0;0;0;0;0;0;2122710;2122710;0;2019;1
151969;COMPRA VENTA DE MATERIALES RECICLADOS;;843567;4669;1005000;1005000;15;150141;0;0;0;BOTELLA HOJAS BLANCA Y CARTON ES DESUSO;953219;12;404100;1566905;0;1501;0;1971005;0;1971005;6;4582305;4582305;0;ventas_mostrador;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4282305;0;300000;4582305;4582305;0;2019;1
152140;COMPRA Y VENTA AL POR MAYOR DE DESPERDICIOS METALICOS;;235429;4669;5680;5680;15;150199;0;0;0;VENTA DESPERDICIOS DE FIERRO Y METALES;484034;12;270055;563476;0;1501;0;932683;99152;932683;5;2420172;2420172;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2420172;2420172;2420172;0;2019;0
152184;CONSULTORIA DE INFORMATICA;;925981;4651;50000;50000;15;150199;0;2500;0;EQUIPOS INFORMATICOS;32825;12;197053;970426;910655;1501;0;1167479;0;1167479;4;3338575;2427920;0;ventas_ecommerce;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1000000;0;0;1427920;0;0;0;0;0;2427920;2427920;0;2019;0
152196;VENTA DE MONTACARGAS;;2283166;4659;3000;3000;15;150199;0;0;0;VENTA DE MONTACARGAS;1353556;12;2478416;-186346;0;1501;1501;2292070;0;2292070;8;4254225;4254225;0;ventas_mostrador;3;1;1;0;0;0;1;0;1;0;0;0;0;0;638134;0;0;0;635991;0;2980100;0;0;4254225;4254225;0;2019;0
152223;VENTA DE COMBUSTIBLES SOLIDOS LIQUIDOS Y GASEOSOS;;907440;4661;83000;83000;15;150122;0;0;0;DIESEL;848717;12;722940;245864;0;1501;0;968804;0;968804;13;8868794;8868794;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8868794;0;0;8868794;8868794;0;2019;1
152267;PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;;445856;4530;10000;10000;15;150136;0;0;0;REPUESTOS;1094773;12;149472;303252;0;1501;0;452724;0;452724;10;2553441;2553441;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2553441;0;0;2553441;2553441;0;2019;1
152528;VENTA AL POR MAYOR DE INSUMOS PARA LA INDUSTRIA DE SALUD ALIMENTOS Y BEBIDAS;VENTA AL POR MAYOR DE INSUMOS PARA LA INDUSTRIA DE SALUD ALIMENTOS Y BEBIDAS;9710340;4669;567593;567593;15;150199;0;0;615513;DICLOXACILINA SODICA COMPACTADA;1211541;12;10233389;-244019;222101;1501;-112886;9989370;0;9989370;7;8903659;8681558;0;ventas_domicilio 2018;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8903659;8903659;0;2018;1
