IRUC;ACTIVIDADECONOMICA;Actividad economica;Activo corriente;CIIU;Capital Suscrito;Capital pagado;Departamento;Distrito;Dividendos pagados1;Dividendos pagados2;Gastos financieros;MERCADERIAPRINCIPAL;Margen Comercial;NumMeses;Pasivo corriente;Patrimonio neto;Prestación de servicios;Provincia;Resultado de Explotacion;Total Activo;Total Pasivo no corriente;Total Pasivo y Patrimonio;Totalempleados;VENTAS;Ventas netas de mercaderías;Ventas netas de productos terminados, subproductos, desechos y desperdicios;canal_dominante;nro_canales_usados;publicidad;usa_catalogo;usa_comisionistas;usa_domicilio;usa_ecommerce;usa_ferias;usa_maquinas;usa_mostrador;usa_otros;usa_telefono;usa_total;usa_ventas_comisionistas;uso_de_software;ventas_catalogo;ventas_comisionistas;ventas_domicilio;ventas_ecommerce;ventas_ferias;ventas_maquinas;ventas_mostrador;ventas_otros;ventas_telefono;ventas_total;ventas_total_canal13;ventas_ventas_comisionistas;Año;Sobrevive_2años
29801;VENTA DE MAQUINARIA AGRICOLA;;4593740;4653;3049137;3049137;15;150199;153644;0;0;MOTOSIERRAS;1151888;12;815889;4367383;0;1501;0;5183272;0;5183272;8;8913197;8913197;0;ventas_mostrador;3;0;1;0;0;0;0;0;1;0;1;0;0;0;1596200;0;0;0;0;0;6414472;0;902525;8913197;8913197;0;2019;0
29820;;;7409513;;1500000;1500000;15;150199;0;;239798;;2407530;;3833849;4238039;0;1501;1388537;8071888;0;8071888;8;8115514;8115514;0;ventas_comisionistas;3;1;0;0;0;0;0;0;1;0;1;0;1;1;;0;;;;;;;;;;;2015;1
29908;VENTA DE ROPA CALZADO Y ACCESORIO AL POR MAYOR;;8049939;4641;14994319;4244805;15;150199;0;0;0;ZAPATILLAS;8242771;12;15997731;-7871151;0;1501;-1958583;8126580;0;8126580;4;8242772;8242772;0;ventas_catalogo;3;1;1;1;0;1;0;0;0;0;0;0;0;0;100;8;0;30;0;0;0;0;0;0;0;0;2016;0
30120;VENTA DE COMBUSTIBLE AL POR MENOR;;1928457;4730;250000;250000;15;150131;165483;165483;0;COMBUSTIBLE;1199703;12;265991;1701958;0;1501;0;1967949;0;1967949;4;6730697;6730697;0;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6730697;0;6730697;6730697;0;2019;1
30135;VENTA DE ABARROTES EN GENERAL;;1173480;4721;2000;2000;15;150199;0;0;0;LECHE EVAPORADA;91732;12;515504;661448;0;1501;0;1176952;0;1176952;3;2276381;2276381;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2276381;0;0;2276381;2276381;0;2019;0
30329;VENTA DE VEHICULOS AUTOMOTORES;;7639471;4510;4845249;10833786;15;150130;0;0;2213;AMBULANCIAS;3722526;12;4807408;3139198;0;1501;148349;8776919;830313;8776919;13;8503886;8503886;0;ventas_domicilio;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;10;0;0;0;0;0;10;0;0;0;2016;1
30443;COMERCIO DE LAMPARAS ALFOMBRAS;;275666;4649;909091;909091;15;150199;104028;0;0;ALFOMBRAS;1207940;12;811359;529939;647602;1501;32161;3708095;2366797;3708095;17;3188893;2541291;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2541291;0;0;2541291;2541291;0;2019;0
30883;COMERCIALIZACION DE FILTROS PARA VEHICULOS AUTOMOTORES;;3282583;4530;237504;237504;15;150199;18329;0;0;FILTROS PARA VEHICULOS AUTOMOTORES;1855458;12;968549;3100591;0;1501;0;4069140;0;4069140;16;5526908;5526908;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;5526908;0;0;5526908;5526908;0;2019;0
30888;COMERCIALIZADORA DE EQUIPOS INDUSTRIALES Y DE GAS NATURAL;COMERCIALIZADORA DE EQUIPOS INDUSTRIALES Y DE GAS NATURAL;3557132;4799;1305665;1305665;15;150199;0;2661203;132174;COMPRESORES SURTIDORES Y REPUESTOS DE GAS NATURAL;6494423;12;2627148;3830688;773995;1501;943903;6489625;31789;6489625;21;7268418;6494423;0;ventas_mostrador 2017;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6494423;0;0;7268418;7268418;0;2017;0
31007;VENTA DE COMBUSTIBLE AL POR MENOR;;1062425;4730;442000;442000;15;150199;226984;453838;0;DIESEL GASOLINA DE 84 OCT Y LUBICANTES;372698;12;234746;838170;0;1501;0;1072916;0;1072916;3;2557157;2557157;0;ventas_otros;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;85046;2472111;0;2557157;2557157;0;2019;0
31039;;;5616788;;0;0;15;150199;0;;285195;;0;;1640833;8017016;0;1501;1556288;9657849;0;9657849;49;27184646;2;27184644;ventas_otros;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;0;;;;;;;;;;;2015;1
31070;COMERCIALIZACION DE PRODUCTOS QUIMICOS;;1880963;4661;1365468;1365468;15;150199;0;0;0;ACIDO SULFURICO INDUSTRIAL;1153248;12;110518;1799523;124912;1501;0;2766511;856470;2766511;10;4565963;4441051;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4441051;0;0;4441051;4441051;0;2019;0
31080;VENTA DE FERTILIZANTES;VENTA DE FERTILIZANTES;24405200;4773;10876620;10876620;15;150199;0;0;3086916;FERTILIZANTES;1059467;12;18699155;11773066;10554;1501;1796956;51318642;20846421;51318642;17;14756129;7156350;7589225;ventas_mostrador 2017;3;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;357817.5;0;0;0;6440715;0;357817.5;14756129;14756129;0;2017;1
31080;VENTA DE FERTILIZANTES;;24405200;4773;10876620;10876620;15;150199;;;0;FERTILIZANTES;1059467;12;18699155;11773066;10554;1501;167773;51318642;20846421;51318642;17;14756129;7156350;7589225;0;;1;;;;;;;;;;;0;1;;;;;;;;;;;;0;2019;0
31086;VENTA DE MAQUINAS COPIADORAS INSUMOS Y REPUESTOS;;1618663;4659;390000;390000;15;150199;;;0;MAQUINAS COPIADORAS;652192;12;1285;1755447;0;1501;0;1756732;0;1756732;5;4918686;4918686;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4918686;0;0;4918686;4918686;0;2019;0
31096;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;;1782;4730;137100;137100;15;150199;0;0;0;COMBUSTIBLES;156427;8;0;110577;0;1501;0;110577;0;110577;3;5128365;5128365;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5128365;0;0;5128365;5128365;0;2019;0
31267;IMPORTACION Y COMERCIALIZACION DE ARTICULOS DE ACERO INOXIDABLE;;8080678;4752;1300000;1300000;15;150199;0;0;0;CONEXIONES DE ACERO INOXIDABLE;2458040;12;4510498;6252528;0;1501;5227;10763026;0;10763026;17;8868483;8868483;0;ventas_telefono;3;1;1;0;0;0;0;0;1;0;1;0;0;1;4168187;0;0;0;0;0;266055;0;4434241;8868483;8868483;0;2019;0
31423;;;28886004;;10108547;10108547;15;150199;408716;;3417234;;105576;;16360699;26529867;1024361;1501;4015717;48456558;5565992;48456558;85;63854722;408195;62422166;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;1;;0;;;;;;;;;;;2015;1
31423;AGROEXPORTACION;AGROEXPORTACION;41951405;4620;10108547;10108547;15;150199;0;0;1748096;MANGO Y PALTA;0;12;14911443;45982963;0;1501;18870081;69008244;8113838;69008244;88;121462801;0;121462801;ventas_otros 2018;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;121462801;121462801;0;2018;0
31500;VENTA AL POR MENOR DE COMBUSTIBLES;;2104719;4730;494952;494952;15;150199;0;0;0;COMBUSTIBLES;1184812;12;0;2567007;0;1501;0;2567007;0;2567007;17;6313668;6313668;0;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6313668;0;0;0;6313668;6313668;0;2019;0
31636;COMERCIAL;COMERCIAL;4990209;4659;1500000;1500000;15;150199;151141;151141;466538;STOP IT;3027087;12;1962594;5799504;1396349;1501;2518556;7762098;0;7762098;13;9220041;7823692;0;ventas_telefono 2017;3;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;782369.2;0;2347108;0;0;4694215.2;9220041;9220041;0;2017;0
31990;VENTAS AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS;;126154;4730;4824350;4590532;15;150101;0;0;306183;HIDROCARBUROS;1430541;12;1140318;5555557;0;1501;986163;6695875;0;6695875;4;7203357;7203357;0;ventas_comisionistas;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;2016;1
32111;;;1053908;;600000;600000;15;150140;0;;418553;;2475727;;718034;293476;0;1501;-15349;1830328;818818;1830328;25;7443813;7443813;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;1;;0;;;;;;;;;;;2015;1
32128;;;2809556;;3715736;3715736;15;150199;0;;0;;2410065;;686423;4222198;0;1501;617270;5150916;242295;5150916;21;8950026;8950026;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
32220;VENTA DE MAQUINARIA LIBIANA Y PESADA;;3491132;4659;1640060;1640060;15;150103;0;0;0;VENTA DE UNIDADES AUTOMOTORAS LIBIANA Y PESADA;656787;12;1755426;2107026;0;1501;0;4252199;389747;4252199;5;2193223;2193223;0;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2193223;2193223;2193223;0;2019;1
32287;VENTA DE COMBUSTIBLE Y TRANSPORTE;VENTA DE COMBUSTIBLE Y TRANSPORTE;1862850;4730;650000;650000;15;150199;0;0;13359;PETROLEO;577582;12;168955;3253789;892700;1501;587194;3422744;0;3422744;6;7409830;6517130;0;ventas_mostrador 2017;2;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;130342.6;0;0;0;6386787.4;0;0;7409830;7409830;0;2017;1
32287;VENTA DE COMBUSTIBLE Y TRANSPORTE;;2420672;4661;650000;650000;15;150199;0;0;0;PETROLEO;2808270;12;374890;3991064;0;1501;0;4365954;0;4365954;11;9024764;9024764;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9024764;0;0;9024764;9024764;0;2019;0
32504;;;2258854;;224256;224256;15;150199;0;;41070;;1390910;;1172923;1209871;0;1501;411694;2566461;183667;2566461;42;8181338;8181338;0;ventas_mostrador;2;1;0;0;0;1;0;0;1;0;0;0;0;1;;0;;;;;;;;;;;2015;0
32531;;;1992820;;416224;416224;15;150199;0;;94626;;797052;;1207967;617371;0;1501;-1838;2347018;521680;2347018;5;8588056;8588056;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
32531;VENTA AL POR MAYOR DE BEBIDAS;;1992820;4630;416224;416224;15;150199;0;0;0;BEBIDAS GASEOSAS;797052;10;1207967;617371;0;1501;0;2347018;521680;2347018;11;8588056;8588056;0;0;;1;;;;;;;;;;;0;0;;;;;;;;;;;;0;2019;0
32808;;;2320205;;84600;84600;15;150199;400000;;0;;1672112;;6940;2431355;0;1501;1028034;2438295;0;2438295;3;7983117;7983117;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
32808;COMPRA Y VENTA DE COMBUSTIBLE AL POR MENOR;;1412796;4730;84600;84600;15;150199;0;0;9999;DIESEL B5;624406;12;20600;2679075;0;1501;0;2699675;0;2699675;3;4809168;4809168;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4809168;0;0;4809168;4809168;0;2019;0
32930;VENTA AL POR MENOR DE PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;;10931351;4773;1050200;1050200;15;150199;0;0;0;VENTAS AL POR MENOS DE PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;2473685;12;9043432;2503334;0;1501;3817;11546766;0;11546766;17;8667765;8667765;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8667765;0;0;8667765;8667765;0;2019;0
33108;COMERCIO INSTALACION DE SISTEMA DE RIEGO TECNIFICADO INVERNADEROS Y GEOMEMBRANAS;;5151833;4719;673714;673714;15;150105;0;0;0;CINTA RODRIP;1439379;12;4602196;1287789;0;1501;202089;5889985;0;5889985;13;5563230;5563230;0;ventas_telefono;3;1;0;1;0;0;0;0;1;0;1;0;0;0;0;278162;0;0;0;0;1947130;0;3337938;5563230;5563230;0;2019;1
33111;COMERCIALIZACION DE MELAMINA Y ACCESORIOS PARA MUEBLES;;2357791;4663;250000;250000;15;150199;0;0;0;PRODUCTOS DE MELAMINA;704374;12;2118961;986461;0;1501;20509;3105422;0;3105422;6;3612172;3612172;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3612172;0;0;3612172;3612172;0;2019;0
33207;;;5294202;;3095728;3095728;15;150104;0;;2892564;;1668142;;5494119;155498;0;1501;-202596;5653328;3711;5653328;5;7238127;7238127;0;ventas_comisionistas;2;1;0;0;0;0;0;0;1;0;0;0;1;0;;0;;;;;;;;;;;2015;1
33207;VENTA DE MAQUINARIAS DE CONSTRUCCION SDLG Y MAQUINARIA MANITOU;;5294202;4659;3095728;3095728;15;150104;0;0;0;MAQUINARIAS SDLG Y MAQUINARIA MANITOU;1668142;12;5494119;155498;0;1501;253554;5653328;3711;5653328;5;7238127;7238127;0;0;;1;;;;;;;;;;;0;0;;;;;;;;;;;;0;2019;1
33214;COMERCIALIZACION DE BOLSAS EN BASE AL POLIETILENO;;2694802;4799;20000;20000;15;150199;0;0;0;BOLSA DE POLIETILENO;618128;12;1857772;895963;0;1501;0;2753735;0;2753735;18;3050919;3050919;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3050919;0;0;3050919;3050919;0;2019;0
33344;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;;2329228;4630;413361;413361;15;150199;0;0;0;VENTA DE HARINA;93333;12;2425040;-35236;0;1501;13135;2389804;0;2389804;9;6096165;6096165;0;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6096165;0;6096165;6096165;0;2019;0
33395;;;1179503;;1000;1000;15;150199;771637;;2677;;1339812;;221659;1154119;0;1501;802815;1375778;0;1375778;2;7990109;7990109;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;1;;0;;;;;;;;;;;2015;0
33420;INSTALACION DE LUMINARIAS LED PANTALLA LED Y VENTA AL POR MAYOR Y MENOR DE COMPONENTES ELECTRONICOS;;1713728;4773;295000;295000;15;150199;62105;361160;0;VENTA DE  LUMINARIAS E INSTALACION DE LUMINARIAS LED Y PANTALLA LED;1581147;12;909662;848699;1184619;1501;4368;1758361;0;1758361;26;5602237;4417618;0;ventas_otros;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3570770;846848;4417618;4417618;0;2019;0
33435;COMERCIALIZACION DE MATERIALES DE CONSTRUCCION;;1989648;4663;1208506;1208506;15;150199;0;535000;0;LADRILLO BLOCKER II;450634;12;186142;2901867;0;1501;302377;3088009;0;3088009;13;4959024;4959024;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4959024;0;0;4959024;4959024;0;2019;0
34621;COMERCIALIZACION DE  TELEFONOS;;4027520;4651;1100000;9000;15;150199;34840;309661;1626482;TELEFONOS;6180184;12;2426806;4872475;1587129;1501;3431838;8430624;1131343;8430624;25;10662927;9075798;0;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;2016;0
34625;;;1442365;;900500;900500;15;150199;0;;165539;;804932;;283174;1215887;11424;1501;319929;2466789;967728;2466789;10;7141372;7129948;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;;;;;;;;;;;2015;1
34625;VENTA AL POR MENOR COMBUSTIBLES;;1558872;4730;900500;900500;15;150199;0;0;0;COMBUSTIBLE;603312;12;790474;1529982;0;1501;0;2320456;0;2320456;8;5489041;5489041;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5489041;0;0;5489041;5489041;0;2019;0
34655;VENTA DE TEXTOS ESCOLARES PAPELERIA CUARDERNOS UTILES ESCOLARES Y DE ESCRITORIO;;2377760;4761;99843;99843;15;150199;0;0;0;TEXTOS ESCOLARES;458159;12;764656;1628082;0;1501;0;2403016;10278;2403016;8;2417811;2417811;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2417811;0;0;2417811;2417811;0;2019;0
34664;VENTA AL POR MENOR DE COMBUSTIBLES;;700074;4730;163791;163791;15;150199;0;0;0;COMBUSTIBLE;508774;12;10148;1056488;384870;1501;11292;1066636;0;1066636;8;5605359;5220489;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5220489;0;0;5220489;5220489;0;2019;0
34845;VENTA DE ABARROTES Y ESPECIAS;;1831915;4711;401220;401220;15;150199;0;0;0;ABARROTES Y ESPECIAS;1775388;12;428371;1513134;0;1501;58;2034913;93408;2034913;21;4176929;4176929;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4176929;0;0;4176929;4176929;0;2019;0
34852;COMERCIALIZACION DE INSUMOS PARA LA INDUSTRIA GRAFICA;;4747857;4690;1118269;1118269;15;150199;0;0;0;VENTA DE INSUMOS GRAFICOS;2349324;12;2384799;3514645;0;1501;947810;5899444;0;5899444;18;5974657;5974657;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5974657;0;0;5974657;5974657;0;2019;0
35113;PRODUCTOS FERRETEROS;;1510350;4752;100000;100000;15;150199;0;0;0;CEMENTO;157202;12;1498535;38302;0;1501;0;1536837;0;1536837;5;2906870;2906870;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2906870;0;0;2906870;2906870;0;2019;0
35306;VENTA DE COMBUSTIBLE AL PUBLICO;;1075766;4661;360474;360474;15;150199;0;99000;0;VENTA DE COMBUSTIBLES AL PUBLICO;403390;12;145431;1087603;0;1501;0;1621274;388240;1621274;4;2892143;2892143;0;ventas_maquinas;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2892143;0;0;0;2892143;2892143;0;2019;0
35725;VENTA DE TELAS AL POR MAYOR;;5987416;4641;2083333;2083333;15;150199;0;0;0;TELAS BRAMANTE;271663;12;1144268;5514072;0;1501;198193;6708920;50580;6708920;4;2746919;2746919;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2746919;0;0;2746919;2746919;0;2019;0
35834;VENTA MATERIALES DE CONSTRUCCION Y ARTICULOS DE FERRETERIA EN GENERAL;;1570256;4663;873334;873334;15;150115;0;0;0;CEMENTO;8549171;12;0;2233755;0;1501;0;2384221;150466;2384221;7;8467941;8467941;0;ventas_mostrador;3;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;2070941;0;0;0;4757000;0;1640000;8467941;8467941;0;2019;1
35856;VENTA  AL POR MAYOR  DE MATERIALES DE CONSTRUCCION;;7548480;4663;2317077;500000;15;150199;270428;0;4347;PUERTAS;3363333;12;6772934;3266350;1733725;1501;1591005;12055603;2016319;12055603;19;9280489;7546764;0;ventas_comisionistas;3;1;0;1;0;0;1;0;1;0;0;0;0;1;0;10;0;0;10;0;5;0;0;0;0;0;2016;0
35871;FABRICACION Y VENTA DE PRODUCTOS  TEXTILES DE CAMA;;3955756;4751;1318244;1318244;15;150199;0;0;0;CUBREDUVETS;982457;12;2671386;2094584;11136;1501;6967;4815919;49949;4815919;30;7422844;982458;6429250;ventas_mostrador;3;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;126030;0;0;456428;0;400000;982458;982458;0;2019;0
35967;VENTA DE ARTICULOS DE POLIPROPILENO;;1297642;4653;6993;6993;15;150199;0;0;0;ARPILLERAS;544240;12;189415;1210932;0;1501;0;1400347;0;1400347;9;2388807;2388807;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2388807;0;0;2388807;2388807;0;2019;0
36171;VENTA AL POR MENOR DE ARTILCULOS DE FERRETERIA;;6398848;4752;2000000;2000000;15;150199;0;171897;0;LLAVE FRANCESA;2417847;12;318081;7307060;0;1501;0;7675349;50208;7675349;12;3740052;3740052;0;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;0;0;2244031;0;0;0;0;0;0;0;1496021;3740052;3740052;0;2019;0
36384;VENTA HE INSTALACION DE AIRE ACONDICIONADO Y VENTA HE INSTALACION DE PISO TECNICO;;6813321;4663;2500000;2500000;15;150140;0;0;4489;EQUIPOS DE AIRE ACONDICIONADO Y PISO TECNICO;18206;12;4226404;2722769;1625211;1501;0;7033015;83842;7033015;17;2400192;774981;0;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;0;1;645000;0;0;0;0;0;0;0;129981;774981;774981;0;2019;1
36458;COMPRA Y VENTA DE CALZADO;;1595385;4641;285230;285230;15;150199;0;0;0;ZAPATOS;822883;12;325211;1303497;0;1501;1643;1628708;0;1628708;11;2400768;2400768;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2400768;0;0;2400768;2400768;0;2019;0
36768;COMPRA Y VENTA DE ARROZ;;4864601;4630;1506470;1506470;15;150199;0;0;0;ARROZ;353929;12;3711643;1828841;0;1501;0;5540484;0;5540484;2;2309239;2309239;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2309239;0;0;2309239;2309239;0;2019;0
36806;VENTA AL POR MAYOR DE RESIDUOS SOLIDOS;;4179400;4690;1696804;1696804;15;150199;0;0;0;MATERIAS PRIMAS;502850;12;431568;2959125;0;1501;0;4620467;1229774;4620467;6;2934304;2934304;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2934304;0;0;2934304;2934304;0;2019;0
37783;VENTA DE MATERIALES MEDICOS;;18785896;4690;300000;300000;15;150199;;;0;VENTA DE MERCADERIA;3935695;12;2997520;19645411;0;1501;0;22642931;0;22642931;19;7661464;7661464;0;ventas_otros;2;1;1;0;0;0;0;0;1;0;0;0;0;0;3219501;0;0;0;0;0;928723;3513240;0;7661464;7661464;0;2019;0
38422;EXPORTACION DE HELADOS Y CONFITERIA;;781049;4630;758000;758000;15;150199;0;0;0;HELADOS Y CONFITERIA;1365375;12;38587;1052229;0;1501;400;1549579;458763;1549579;21;3798262;3798262;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3798262;0;0;0;0;0;0;3798262;3798262;0;2019;0
39937;VENTA DE PRODUCTOS PARA LA CONSTRUCCION;;2734151;4663;515439;2907752;15;150199;0;192822;1232981;SIKA GROUD;1613938;12;1629245;1405506;0;1501;170916;3034751;0;3034751;12;6719285;6719285;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;13;0;0;0;0;0;2016;0
39951;VENTA AL POR MAYOR MENOR DE PRODUCTOS NO ESPECIALIZADA;;3095318;4649;800000;800000;15;150108;0;0;0;PRODUCTOS DE LIMPIEZA;851105;12;1459714;1758322;0;1501;0;3218036;0;3218036;10;6180753;6180753;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6180753;0;0;6180753;6180753;0;2019;1
40063;IMPORTACION Y DISTRIBUCION DE PRODUCTOS FARMACEUTICOS;;5560669;4649;2285785;2285785;15;150199;0;0;0;LORELINA;3272369;12;2094305;2698606;0;1501;0;6347574;1554663;6347574;12;6841224;6841224;0;ventas_comisionistas;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6841224;0;0;0;0;0;0;0;6841224;6841224;0;2019;0
40225;VENTA AL POR MENOR DE OTROS PRODUCTOS;;1339140;4690;27317;27317;15;150199;0;838745;0;VENTA AL POR MENOR DE OTROS PRODUCTOS;5555848;12;79361;2138490;0;1501;0;2217851;0;2217851;20;6203849;6203849;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6203849;0;0;6203849;6203849;0;2019;0
40304;COMERCIO DE ACEITES Y LUBRICANTES;;3374483;4661;64461;64461;15;150199;0;0;0;ACEITES;1148092;12;497930;2845973;0;1501;0;3411662;67759;3411662;4;3422430;3422430;0;ventas_telefono;4;1;0;1;1;0;0;0;1;0;1;0;0;0;0;650262;1026729;0;0;0;34224;0;1711215;3422430;3422430;0;2019;0
40364;IMPORTACION Y VENTAS AL POR MAYOR DE PRODUCTOS VARIOS;;3552015;4761;174311;174311;15;150199;0;17699;0;PAPEL PRESPAN;2066163;12;1321269;3563516;0;1501;186860;7198035;2313250;7198035;14;4388161;4388161;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4388161;0;0;4388161;4388161;0;2019;0
40366;VENTAS AL POR MENOR DE ARTICULOS DE FERRETERIA;;1467551;4752;713000;713000;15;150115;93749;117690;0;COMERCIO;1849788;12;1028418;712976;0;1501;7688;1744357;2963;1744357;19;7947299;7947299;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7947299;0;0;7947299;7947299;0;2019;1
40408;VENTA AL POR MENOR DE MUEBLES COLCHONES Y OTROS PARA EL HOGAR;;1386679;4759;421791;421791;15;150199;0;0;0;COLCHONES;932768;12;263353;755608;0;1501;169;4721805;3702844;4721805;12;3242692;3242692;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3242692;0;0;3242692;3242692;0;2019;0
40588;VENTA AL POR MAYOR DE ALIMENTOS;;2494830;4630;745071;745071;15;150199;0;0;0;ARROZ AZUCAR LEJIA SAL Y CONSERVAS DE PESCADO;935464;12;431385;2757101;0;1501;42000;3188486;0;3188486;9;8121345;8121345;0;ventas_mostrador;2;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;3654605;0;0;0;4466740;0;0;8121345;8121345;0;2019;0
41209;VENTA DE PRENDAS DE VESTIR Y TELAS;;4122319;4641;581096;581096;15;150199;0;390913;0;PRENDAS DE BABY ALPACA Y TELAS DE LANA;943009;12;651901;4117892;0;1501;927;5242850;473057;5242850;9;4145198;4145198;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4145198;0;0;4145198;4145198;0;2019;0
41254;COMPRA VENTA DE REPUESTOS Y ACCESORIOS PARA VEHICULOS;;2884624;4530;3592000;3592000;15;150131;0;0;0;FAROS Y FOCOS;1509966;12;5542493;4608361;0;1501;952;10150854;0;10150854;9;6025419;6025419;0;ventas_comisionistas;4;1;1;1;0;1;0;0;0;0;1;0;0;0;1205084;2410167;0;903813;0;0;0;0;1506355;6025419;6025419;0;2019;1
