activo_corriente;capital_invertido;departamento;provincia;gastos_financieros;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;uso_de_software;sobrevive_2años
1938427;2000;14;1405;2570;59732;1986604;-11312;-20087;1975292;0;1975292;14;4366454;9;0;False;False;False;False;False;False;False;False;False;False;False
1712863;10000;14;1407;322;405369;824000;953648;181852;1777648;0;1777648;4;3086296;2;1;False;False;True;False;False;False;False;False;False;False;True
1913524;30000;14;1408;72126;392825;1145647;379610;229111;1930885;405628;1930885;10;2628224;1;1;False;False;False;False;False;False;True;False;False;False;False
1236933;1000;14;1409;32911;10002;636803;630770;472201;1267573;0;1267573;2;2112644;9;0;False;False;False;False;False;False;False;False;False;False;True
1953234;315154;14;1409;108440;1309137;738353;730607;473346;2022825;413218.75;2022825;4;7542736;5;1;False;False;False;False;False;False;False;False;True;False;False
2975016;30000;14;1401;17795;1256688;3009754;365622;228943;3375376;0;3375376;17;6321203;8;2;False;False;False;False;True;False;True;False;False;False;False
1061801;114900;14;1401;44765;503907;999981;854117;132506;1854098;0;1854098;15;3126032;9;0;False;False;False;False;False;False;False;False;False;False;True
699782;10000;14;1401;0;276315;424953;296908;0;721861;0;721861;2;2125501;1;1;False;False;False;False;False;False;True;False;False;False;False
470825;20000;14;1401;0;206131;70000;446759;189428;516759;0;516759;3;3780467;3;1;True;False;False;False;False;False;False;False;False;False;True
1417244;3450;14;1401;0;27520;905999;577838;110438;1483837;0;1483837;1;5610211;1;1;False;False;False;False;False;False;True;False;False;False;True
487924;21400;14;1401;11204;280834;11144;64168;0;546180;413218.75;546180;1;3521631;1;1;False;False;False;False;False;False;True;False;False;False;False
2806247;262466;14;1401;108440;730899;2749739;516835;438575;3266574;0;3266574;4;6941749;1;1;False;False;False;False;False;False;True;False;False;False;False
127756;1888710;14;1409;0;165587;749;1476272;0;1624072;147051;1624072;4;3533132;7;1;False;False;False;False;False;True;False;False;False;False;False
4299284;1035000;14;1401;0;617052;2230722;2090429;1272;4321151;0;4321151;6;5172780;1;2;True;False;False;False;False;False;True;False;False;False;False
399629;106903;14;1403;0;247143;2787;249407;0;433617;181423;433617;3;3220609;1;2;False;False;True;False;False;False;True;False;False;False;False
376968;50000;14;1406;0;117712;114666;301929;0;416595;0;416595;2;2855048;1;1;False;False;False;False;False;False;True;False;False;False;False
475435;315250;14;1401;0;150177;233500;392696;0;626196;0;626196;2;3374757;1;1;False;False;False;False;False;False;True;False;False;False;False
1217798;446000;14;1401;0;505680;2075013;1597445;0;3672458;0;3672458;5;4654826;1;1;False;False;False;False;False;False;True;False;False;False;True
2424754;498361;14;1403;0;41906;2095759;1253447;0;3400213;51007;3400213;11;7459204;1;1;False;False;False;False;False;False;True;False;False;False;True
7294788;1926500;14;1401;0;2497747.75;168319;4855232.25;7790;8450406;413218.75;8450406;7;5974810;5;1;False;False;False;False;False;False;False;False;True;False;True
1635361;455710;14;1405;1253;199611;1186993;448368;-36256;1635361;0;1635361;5;6085810;9;0;False;False;False;False;False;False;False;False;False;False;True
3779308;182000;14;1401;108440;1773767;444465;1455364;446035;6282743;413218.75;6282743;9;4339156;2;2;False;False;True;False;False;False;True;False;False;False;True
3863757;100000;14;1401;0;1558438;2833294;2159687;33763;5534602;413218.75;5534602;11;6160677;2;2;False;False;True;False;False;False;True;False;False;False;True
1065714;510708;14;1402;23885;432808;628698;1014334;32294;1647613;4581;1647613;18;6580698;1;1;False;False;False;False;False;False;True;False;False;False;False
4800650;1178830;14;1401;108440;737084;3061199;1828295;448987;5691560;413218.75;5691560;18;6019822;5;2;False;False;True;False;False;False;False;False;True;False;True
2579902;60000;14;1401;51193;268982;2578424;248354;246580;2826782;4;2826782;10;3683675;1;1;False;False;False;False;False;False;True;False;False;False;True
3474336;1926500;14;1401;0;2418299;2834133;4493634;0;7327767;0;7327767;12;6794660;9;1;False;False;False;False;False;False;True;False;False;False;True
3456524;207000;14;1401;58750;2497747.75;2356818;1785858;254251;4142676;0;4142676;16;4934549;5;3;True;False;True;False;False;False;False;False;True;False;True
7294788;1926500;14;1401;0;2497747.75;2069495;4855232.25;1275;10137014.5;413218.75;10137014.5;19;8686543;2;4;True;False;True;False;False;False;True;False;True;False;True
1784742;9650;14;1401;53650;707827;3123870;-925084;126000;2359694;160908;2359694;3;2581321;8;2;True;False;False;False;True;False;False;False;False;False;True
1763467;50000;14;1401;29868;860946;373530;567549;163438;2729322;413218.75;2729322;3;4591574;3;1;True;False;False;False;False;False;False;False;False;False;True
1783014;5000;14;1401;108440;581844;3758379;439532;347964;4197911;0;4197911;30;3728873;2;1;False;False;True;False;False;False;False;False;False;False;True
3070939;30000;14;1401;0;618889;2841356;292122;4896;3133478;0;3133478;10;7736113;1;1;False;False;False;False;False;False;True;False;False;False;True
3079899;110000;14;1401;8131;603118;2155863;957734;238807;3113597;0;3113597;10;5376122;6;3;True;False;False;True;False;False;True;False;False;False;False
1493269;26676;14;1401;35429;757020;1686686;741265;189189;2427951;0;2427951;3;7088863;5;2;False;False;False;False;False;False;True;False;True;False;False
724936;521830;14;1401;36907;599837;926133;640902;187537;1567035;0;1567035;8;3067163;1;1;False;False;False;False;False;False;True;False;False;False;True
350472;48000;14;1409;0;111116;136330;223795;0;360125;0;360125;1;3133727;1;1;False;False;False;False;False;False;True;False;False;False;True
1423313;62500;14;1409;0;1189466;959838;705327;727723.75;1754804;89639;1754804;1;6324449;1;1;False;False;False;False;False;False;True;False;False;False;True
1855403;100000;14;1408;0;401875;1972243;439957;180813;2412200;0;2412200;32;5111290;1;1;False;False;False;False;False;False;True;False;False;False;False
998995;178571;14;1401;0;1851400;4117;1553816;727723.75;1557933;0;1557933;3;4826096;1;1;False;False;False;False;False;False;True;False;False;False;False
2750311;685797;14;1409;108440;537452;2065365;1662049;282271;3727414;0;3727414;9;6083785;9;1;False;False;False;False;False;False;True;False;False;False;False
1860391;100000;14;1406;3324;1308575;1763010;938827;148950;2701837;0;2701837;9;5577628;6;3;True;False;False;True;False;False;True;False;False;False;False
